sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
372,-0.49,0.31,0.27,0.18,-0.49,0.10,-0.07,0.00
373,-0.71,0.31,0.15,0.15,0.04,0.22,0.00,0.02
374,-0.30,0.31,-0.20,0.17,0.53,0.42,0.06,0.04
375,-0.04,0.31,0.08,0.20,0.84,0.58,0.11,0.06
376,0.49,0.31,-0.01,-0.03,0.93,0.64,0.14,0.09
377,1.13,0.31,0.00,-0.47,0.76,0.57,0.15,0.11
378,1.49,0.32,0.07,-0.51,0.43,0.34,0.13,0.12
379,1.54,0.32,0.00,-0.13,0.01,0.03,0.10,0.12
380,1.10,0.32,-0.01,0.10,-0.42,-0.27,0.07,0.12
381,0.62,0.33,-0.10,0.14,-0.72,-0.57,0.05,0.12
382,-0.04,0.33,0.01,0.14,-0.86,-0.86,0.04,0.11
383,-0.20,0.33,-0.08,0.11,-0.77,-1.05,0.04,0.12
384,-1.01,0.34,0.21,0.15,-0.44,-1.07,0.05,0.12
385,-1.01,0.34,-0.20,0.26,0.03,-0.93,0.06,0.13
386,-0.23,0.33,-0.05,0.24,0.49,-0.62,0.08,0.14
387,-0.17,0.33,0.33,0.04,0.82,-0.25,0.09,0.16
388,0.64,0.33,-0.21,-0.23,0.89,0.07,0.08,0.18
389,1.01,0.32,0.09,-0.31,0.65,0.33,0.06,0.20
390,1.26,0.32,0.00,-0.21,0.26,0.52,0.02,0.21
391,1.12,0.32,-0.01,-0.24,-0.21,0.60,-0.03,0.22
392,1.04,0.32,-0.09,-0.25,-0.61,0.57,-0.07,0.22
393,0.73,0.32,0.04,0.02,-0.80,0.46,-0.09,0.22
394,0.42,0.32,-0.01,0.25,-0.83,0.28,-0.10,0.22
395,-0.83,0.32,0.15,0.30,-0.65,0.13,-0.09,0.22
396,-0.71,0.31,-0.38,0.34,-0.28,0.05,-0.07,0.23
397,-0.49,0.31,0.17,0.26,0.18,0.03,-0.04,0.24
398,-0.27,0.30,0.17,-0.01,0.63,0.07,-0.01,0.25
399,-0.07,0.30,-0.02,-0.17,0.97,0.16,0.02,0.26
400,0.26,0.29,-0.07,-0.07,1.02,0.25,0.02,0.27
401,0.99,0.29,-0.06,-0.02,0.80,0.31,-0.01,0.26
402,1.23,0.28,0.16,-0.30,0.36,0.32,-0.06,0.24
403,1.42,0.28,-0.05,-0.47,-0.22,0.27,-0.12,0.21
404,1.05,0.28,0.02,-0.14,-0.71,0.17,-0.16,0.18
405,0.68,0.28,-0.10,0.22,-1.01,0.04,-0.19,0.15
406,-0.12,0.28,0.05,0.23,-1.06,-0.08,-0.20,0.11
407,-1.01,0.28,-0.03,0.13,-0.80,-0.19,-0.19,0.08
408,-1.01,0.28,-0.17,0.15,-0.36,-0.23,-0.16,0.06
409,-0.55,0.27,0.10,0.21,0.15,-0.21,-0.12,0.04
410,-0.23,0.27,0.19,0.17,0.63,-0.14,-0.06,0.03
411,-0.09,0.26,0.00,0.06,0.91,-0.05,-0.01,0.03
412,0.72,0.25,-0.21,-0.01,0.98,0.02,0.03,0.02
413,0.94,0.24,0.19,-0.18,0.80,0.05,0.04,0.01
414,1.29,0.24,-0.07,-0.51,0.39,0.03,0.03,-0.01
415,1.25,0.23,0.02,-0.53,-0.09,-0.03,0.02,-0.03
416,1.05,0.23,-0.03,-0.08,-0.55,-0.14,0.02,-0.05
417,0.58,0.23,0.00,0.29,-0.85,-0.27,0.04,-0.07
418,-0.55,0.22,0.06,0.30,-0.93,-0.37,0.08,-0.09
419,-0.71,0.22,-0.28,0.26,-0.78,-0.41,0.14,-0.12
420,-1.01,0.22,0.17,0.23,-0.44,-0.38,0.19,-0.14
421,-0.71,0.21,-0.01,0.11,0.04,-0.26,0.25,-0.16
422,-0.55,0.21,0.10,0.03,0.55,-0.10,0.29,-0.17
423,-0.27,0.20,-0.02,0.05,0.92,0.07,0.32,-0.18
424,0.33,0.19,-0.07,-0.03,1.04,0.24,0.31,-0.19
425,0.87,0.19,0.06,-0.30,0.84,0.36,0.27,-0.21
426,1.15,0.18,0.05,-0.47,0.35,0.40,0.18,-0.24
427,1.27,0.18,-0.04,-0.31,-0.24,0.35,0.09,-0.27
428,1.06,0.18,-0.01,0.01,-0.73,0.23,-0.01,-0.30
429,0.71,0.17,-0.04,0.20,-1.00,0.07,-0.08,-0.33
430,0.04,0.17,0.02,0.20,-0.96,-0.08,-0.14,-0.36
431,-4.80,0.17,0.64,0.16,-0.69,-0.19,-0.17,-0.38
432,-4.80,0.17,-1.54,0.22,-0.26,-0.24,-0.20,-0.39
433,-0.62,0.16,-0.11,0.24,0.25,-0.23,-0.22,-0.39
434,-0.55,0.15,2.00,-0.01,0.70,-0.14,-0.25,-0.37
435,-0.30,0.14,-0.52,-0.20,0.98,-0.01,-0.28,-0.35
436,0.29,0.13,-0.69,0.51,1.00,0.12,-0.32,-0.33
437,1.06,0.13,0.04,0.84,0.73,0.21,-0.36,-0.31
438,1.33,0.12,0.26,-1.05,0.27,0.23,-0.41,-0.30
439,1.32,0.11,-0.02,-2.49,-0.28,0.19,-0.45,-0.29
440,0.92,0.11,-0.05,-0.66,-0.69,0.11,-0.48,-0.28
441,0.48,0.10,-0.07,1.52,-0.92,0.00,-0.47,-0.28
442,0.06,0.10,-0.01,1.42,-0.99,-0.11,-0.42,-0.28
443,-1.01,0.10,0.14,0.55,-0.83,-0.19,-0.35,-0.27
444,-4.80,0.09,0.35,0.08,-0.53,-0.22,-0.26,-0.27
445,-1.01,0.08,-1.77,-0.11,-0.02,-0.18,-0.16,-0.25
446,-0.34,0.08,1.69,-0.16,0.76,-0.07,-0.07,-0.23
447,-0.20,0.07,0.26,-0.36,1.40,0.05,0.01,-0.21
448,0.10,0.06,-0.61,-0.27,1.72,0.16,0.07,-0.20
449,0.70,0.05,-0.18,0.45,1.45,0.22,0.11,-0.18
450,1.29,0.05,0.16,0.13,0.39,0.21,0.14,-0.18
451,1.39,0.04,0.14,-1.37,-0.84,0.15,0.17,-0.17
452,1.12,0.04,-0.04,-1.17,-1.76,0.05,0.18,-0.17
453,0.35,0.04,-0.03,0.65,-2.10,-0.07,0.21,-0.16
454,0.02,0.03,-0.17,1.22,-1.62,-0.18,0.24,-0.16
455,-0.17,0.03,0.05,0.58,-0.75,-0.24,0.27,-0.15
456,-0.09,0.03,0.06,0.10,0.12,-0.25,0.32,-0.13
457,-0.49,0.02,0.14,-0.05,0.82,-0.18,0.36,-0.11
458,-0.39,0.02,-0.17,0.02,1.33,-0.06,0.38,-0.08
459,-0.23,0.01,0.02,0.03,1.65,0.07,0.39,-0.05
460,0.08,0.01,0.04,-0.24,1.64,0.20,0.38,-0.02
461,0.91,0.00,-0.06,-0.46,1.35,0.26,0.34,0.01
462,1.38,0.00,0.15,-0.31,0.54,0.22,0.29,0.04
463,1.56,0.00,0.01,-0.01,-0.56,0.12,0.23,0.05
464,1.25,0.00,-0.03,0.12,-1.38,0.00,0.18,0.06
465,0.65,0.00,-0.07,0.09,-1.88,-0.11,0.13,0.07
466,-0.09,0.00,-0.04,0.00,-1.73,-0.17,0.10,0.07
467,-0.83,0.00,-0.01,-0.05,-1.04,-0.17,0.08,0.07
468,-0.23,0.00,-0.19,0.08,-0.29,-0.14,0.08,0.08
469,0.00,0.00,0.32,0.30,0.46,-0.04,0.09,0.09
470,0.06,0.00,0.07,0.35,0.99,0.16,0.10,0.10
471,0.00,0.00,-0.10,0.22,1.20,0.35,0.10,0.11
472,0.66,0.00,-0.19,-0.01,1.16,0.48,0.09,0.13
473,0.90,0.00,0.20,-0.40,0.89,0.49,0.06,0.14
474,1.24,0.00,-0.02,-0.70,0.45,0.32,0.01,0.14
475,1.08,0.00,0.04,-0.41,-0.03,0.04,-0.04,0.14
476,1.00,0.01,-0.10,0.21,-0.46,-0.21,-0.09,0.14
477,0.50,0.01,0.05,0.41,-0.78,-0.45,-0.12,0.13
478,0.06,0.02,-0.06,0.18,-0.96,-0.68,-0.13,0.13
479,-1.01,0.03,0.10,0.05,-0.92,-0.80,-0.13,0.13
480,-1.01,0.03,-0.26,0.10,-0.65,-0.80,-0.11,0.14
481,-1.01,0.03,0.16,0.14,-0.16,-0.67,-0.08,0.15
482,-0.64,0.03,0.05,0.08,0.42,-0.33,-0.04,0.17
483,-0.08,0.03,0.01,0.00,0.87,0.08,-0.01,0.19
484,0.35,0.03,0.05,-0.01,1.01,0.39,-0.01,0.21
485,0.84,0.03,-0.04,-0.08,0.80,0.60,-0.02,0.22
486,0.98,0.04,0.03,-0.31,0.32,0.67,-0.06,0.23
487,1.15,0.04,-0.07,-0.40,-0.20,0.60,-0.09,0.24
488,0.82,0.05,0.06,-0.21,-0.58,0.45,-0.13,0.24
489,0.59,0.05,-0.09,0.06,-0.74,0.25,-0.15,0.24
490,-0.09,0.06,0.06,0.26,-0.70,-0.02,-0.15,0.24
