sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
365,-1.20,0.15,0.17,-0.21,0.70,0.12,-0.51,-0.05
366,0.15,0.14,-0.44,-0.15,1.17,0.16,-0.48,-0.03
367,0.49,0.13,0.47,-0.06,1.21,0.21,-0.43,0.00
368,0.64,0.12,0.04,-0.04,0.80,0.25,-0.39,0.02
369,1.20,0.11,-0.25,0.09,0.10,0.21,-0.35,0.04
370,1.33,0.11,0.10,0.24,-0.57,0.10,-0.31,0.06
371,1.68,0.10,-0.05,0.00,-0.94,-0.02,-0.26,0.07
372,0.93,0.10,0.18,-0.39,-0.96,-0.13,-0.21,0.09
373,0.64,0.09,-0.25,-0.24,-0.70,-0.21,-0.15,0.11
374,-0.03,0.09,0.06,0.20,-0.32,-0.28,-0.09,0.14
375,-0.43,0.08,-0.03,0.27,0.01,-0.31,-0.03,0.17
376,-1.20,0.07,0.10,0.11,0.23,-0.28,0.05,0.19
377,-0.43,0.07,-0.29,0.13,0.33,-0.17,0.14,0.22
378,-0.22,0.06,0.34,0.16,0.33,0.00,0.24,0.23
379,0.49,0.05,-0.05,0.02,0.31,0.16,0.32,0.24
380,-0.22,0.05,0.22,-0.16,0.29,0.25,0.39,0.25
381,0.33,0.04,-0.45,-0.18,0.24,0.26,0.43,0.24
382,0.15,0.04,0.22,-0.24,0.16,0.22,0.46,0.22
383,0.64,0.04,-0.09,-0.40,0.01,0.15,0.46,0.20
384,-0.44,0.03,0.31,-0.26,-0.20,0.05,0.46,0.19
385,-1.54,0.03,-0.23,0.26,-0.37,-0.05,0.46,0.18
386,-1.93,0.03,-0.25,0.58,-0.44,-0.15,0.46,0.17
387,-1.93,0.02,0.12,0.34,-0.34,-0.17,0.46,0.17
388,-0.66,0.02,-0.03,-0.10,-0.07,-0.11,0.47,0.16
389,-0.03,0.02,0.34,-0.13,0.25,0.01,0.49,0.16
390,0.93,0.01,-0.12,0.20,0.58,0.16,0.50,0.14
391,0.49,0.01,0.16,0.26,0.77,0.28,0.51,0.13
392,0.15,0.01,-0.26,-0.21,0.73,0.35,0.50,0.11
393,0.79,0.01,-0.25,-0.67,0.47,0.38,0.44,0.08
394,0.79,0.01,0.35,-0.66,0.02,0.35,0.36,0.04
395,0.64,0.01,0.03,-0.17,-0.47,0.24,0.27,0.00
396,-0.92,0.01,0.11,0.53,-0.83,0.07,0.17,-0.04
397,-0.92,0.00,-0.53,0.94,-0.96,-0.11,0.10,-0.07
398,-1.93,0.00,0.36,0.56,-0.84,-0.27,0.04,-0.09
399,-3.22,0.00,0.06,-0.26,-0.50,-0.37,0.01,-0.11
400,-2.44,0.00,-0.48,-0.50,-0.03,-0.42,-0.01,-0.13
401,-1.53,-0.01,0.33,-0.03,0.46,-0.43,-0.01,-0.15
402,-0.43,-0.01,0.19,0.18,0.83,-0.41,-0.02,-0.16
403,0.15,-0.02,0.05,-0.06,0.90,-0.37,-0.02,-0.17
404,0.64,-0.02,-0.15,-0.09,0.62,-0.31,-0.04,-0.19
405,0.33,-0.03,0.05,-0.10,0.06,-0.27,-0.09,-0.21
406,0.15,-0.04,-0.16,-0.52,-0.55,-0.26,-0.16,-0.24
407,0.15,-0.04,-0.04,-0.62,-0.90,-0.27,-0.24,-0.27
408,1.20,-0.05,-0.08,0.00,-0.87,-0.29,-0.30,-0.30
409,1.33,-0.05,0.38,0.59,-0.51,-0.26,-0.34,-0.32
410,0.64,-0.06,0.04,0.77,-0.03,-0.19,-0.33,-0.33
411,-0.66,-0.06,-0.18,0.64,0.37,-0.09,-0.31,-0.34
412,-1.93,-0.07,-0.18,0.18,0.63,0.05,-0.27,-0.33
413,-1.54,-0.08,-0.25,-0.49,0.81,0.21,-0.23,-0.31
414,-1.21,-0.08,0.38,-0.79,0.94,0.41,-0.20,-0.30
415,-0.03,-0.09,0.01,-0.32,0.90,0.59,-0.19,-0.28
416,0.33,-0.10,0.21,0.48,0.65,0.72,-0.19,-0.26
417,0.49,-0.10,-0.11,0.70,0.05,0.76,-0.22,-0.25
418,0.49,-0.11,-0.12,0.10,-0.74,0.72,-0.26,-0.24
419,0.15,-0.12,0.02,-0.71,-1.36,0.63,-0.31,-0.24
420,0.33,-0.12,-0.12,-0.91,-1.60,0.52,-0.34,-0.23
421,-0.03,-0.12,0.18,-0.37,-1.29,0.41,-0.35,-0.21
422,-0.03,-0.13,-0.09,0.38,-0.59,0.26,-0.32,-0.19
423,-0.22,-0.13,0.04,0.80,0.11,0.11,-0.27,-0.16
424,-0.03,-0.14,-0.06,0.65,0.61,-0.01,-0.21,-0.12
425,-0.22,-0.14,0.12,0.18,0.79,-0.10,-0.15,-0.07
426,-0.43,-0.14,-0.04,-0.23,0.80,-0.16,-0.11,-0.03
427,0.49,-0.14,-0.23,-0.33,0.84,-0.23,-0.08,0.01
428,1.79,-0.15,0.14,-0.24,0.92,-0.35,-0.07,0.05
429,1.90,-0.15,0.36,-0.17,0.93,-0.50,-0.06,0.08
430,1.57,-0.14,-0.16,-0.06,0.64,-0.63,-0.05,0.10
431,0.79,-0.14,-0.16,0.16,0.02,-0.71,-0.03,0.12
432,1.07,-0.14,-0.25,0.11,-0.73,-0.73,0.01,0.13
433,0.79,-0.14,0.31,-0.29,-1.30,-0.68,0.06,0.14
434,0.15,-0.13,0.09,-0.33,-1.39,-0.56,0.13,0.16
435,-0.92,-0.13,-0.07,0.31,-1.02,-0.35,0.22,0.17
436,-2.44,-0.13,-0.04,0.77,-0.39,-0.07,0.30,0.19
437,-0.22,-0.13,-0.69,0.41,0.22,0.25,0.37,0.22
438,0.64,-0.13,0.90,-0.30,0.59,0.53,0.42,0.24
439,1.45,-0.13,0.09,-0.54,0.72,0.72,0.45,0.26
440,0.93,-0.13,-0.05,-0.11,0.67,0.78,0.44,0.28
441,-0.03,-0.13,-0.25,0.35,0.53,0.71,0.42,0.29
442,-0.92,-0.13,-0.17,-0.05,0.30,0.50,0.38,0.29
443,-0.22,-0.13,-0.21,-0.91,-0.01,0.19,0.33,0.28
444,0.64,-0.13,0.34,-0.74,-0.35,-0.15,0.28,0.26
445,0.49,-0.13,0.34,0.41,-0.61,-0.46,0.23,0.24
446,-0.43,-0.13,-0.12,1.20,-0.66,-0.69,0.18,0.22
447,-0.92,-0.13,-0.35,1.07,-0.47,-0.78,0.12,0.21
448,0.15,-0.13,-0.21,0.10,-0.08,-0.75,0.06,0.20
449,0.79,-0.13,0.46,-1.01,0.36,-0.60,0.00,0.18
450,0.79,-0.13,0.16,-1.07,0.74,-0.33,-0.07,0.17
451,0.15,-0.13,-0.13,0.00,0.95,-0.01,-0.14,0.16
452,-0.66,-0.13,-0.18,0.79,0.84,0.31,-0.23,0.15
453,-0.44,-0.13,-0.21,0.38,0.47,0.54,-0.33,0.13
454,-0.03,-0.13,0.20,-0.47,-0.18,0.66,-0.41,0.09
455,0.79,-0.13,0.08,-0.52,-0.86,0.66,-0.48,0.05
456,0.64,-0.12,0.21,0.19,-1.21,0.58,-0.53,0.01
457,0.15,-0.12,-0.13,0.67,-1.13,0.45,-0.54,-0.03
458,-0.43,-0.12,-0.15,0.40,-0.60,0.29,-0.53,-0.07
459,-0.92,-0.12,-0.03,-0.29,0.10,0.13,-0.49,-0.10
460,-0.92,-0.11,-0.02,-0.70,0.54,-0.02,-0.44,-0.13
461,-0.66,-0.11,0.08,-0.41,0.67,-0.12,-0.36,-0.15
462,-0.43,-0.11,0.09,0.26,0.52,-0.17,-0.27,-0.16
463,0.15,-0.11,-0.07,0.63,0.27,-0.18,-0.18,-0.17
464,-0.43,-0.11,0.22,0.42,0.09,-0.16,-0.11,-0.18
465,-0.43,-0.11,-0.29,-0.08,-0.05,-0.14,-0.05,-0.19
466,-1.54,-0.11,0.18,-0.44,-0.15,-0.16,0.00,-0.20
467,-1.54,-0.11,-0.29,-0.47,-0.18,-0.22,0.05,-0.22
468,-0.66,-0.10,-0.01,-0.22,-0.11,-0.27,0.11,-0.23
469,-0.22,-0.10,0.35,0.14,0.05,-0.29,0.18,-0.24
470,0.33,-0.09,-0.04,0.42,0.17,-0.24,0.26,-0.25
471,0.15,-0.09,0.03,0.48,0.12,-0.15,0.33,-0.25
472,0.49,-0.09,-0.23,0.23,-0.06,-0.05,0.39,-0.25
473,0.49,-0.09,0.10,-0.32,-0.22,0.04,0.44,-0.24
474,0.64,-0.08,-0.01,-0.71,-0.18,0.17,0.48,-0.22
475,0.93,-0.08,-0.02,-0.40,0.06,0.35,0.49,-0.20
476,1.20,-0.08,0.04,0.25,0.33,0.50,0.48,-0.18
477,1.45,-0.08,0.01,0.51,0.39,0.58,0.43,-0.16
478,0.64,-0.07,0.16,0.34,0.16,0.51,0.36,-0.15
479,0.15,-0.07,-0.25,0.06,-0.19,0.34,0.29,-0.13
480,-0.44,-0.06,-0.01,-0.13,-0.45,0.18,0.23,-0.12
481,0.33,-0.06,-0.16,-0.24,-0.42,0.07,0.19,-0.10
482,0.79,-0.06,0.31,-0.21,-0.15,-0.05,0.17,-0.08
483,0.61,-0.05,0.15,0.04,0.16,-0.20,0.15,-0.06
484,0.69,-0.05,-0.24,0.34,0.31,-0.34,0.13,-0.04
485,0.68,-0.05,-0.02,0.29,0.18,-0.43,0.10,-0.01
486,1.18,-0.05,-0.05,-0.20,-0.09,-0.40,0.06,0.02
487,1.75,-0.05,0.09,-0.62,-0.32,-0.29,0.03,0.06
488,1.79,-0.05,0.14,-0.38,-0.38,-0.21,-0.01,0.10
489,1.49,-0.04,-0.06,0.24,-0.22,-0.19,-0.07,0.13
490,0.83,-0.04,-0.06,0.48,0.02,-0.20,-0.13,0.15
