sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
370,-1.02,0.21,0.10,0.15,-1.74,-0.12,-0.03,-0.04
371,-0.65,0.21,-0.48,0.21,-1.42,-0.02,0.00,-0.05
372,-0.65,0.21,0.36,0.19,-0.77,0.15,0.05,-0.05
373,-0.77,0.21,0.16,0.17,0.01,0.36,0.11,-0.04
374,-0.60,0.21,-0.15,0.19,0.67,0.63,0.16,-0.04
375,-0.44,0.20,0.00,0.25,1.07,0.88,0.20,-0.03
376,0.39,0.20,-0.08,0.00,1.16,1.03,0.21,-0.02
377,1.13,0.20,0.13,-0.57,0.92,0.97,0.20,-0.01
378,1.60,0.19,0.07,-0.67,0.50,0.68,0.16,-0.01
379,1.59,0.19,-0.01,-0.16,0.00,0.23,0.12,-0.01
380,1.09,0.19,-0.05,0.22,-0.49,-0.29,0.07,-0.01
381,0.50,0.19,-0.10,0.21,-0.83,-0.79,0.03,-0.01
382,-0.16,0.19,-0.01,0.05,-0.97,-1.23,0.01,-0.02
383,-0.37,0.19,-0.05,0.02,-0.86,-1.55,0.01,-0.03
384,-1.16,0.19,0.20,0.19,-0.49,-1.68,0.02,-0.03
385,-1.16,0.19,-0.19,0.37,0.05,-1.55,0.04,-0.03
386,-0.41,0.19,-0.04,0.33,0.58,-1.18,0.07,-0.02
387,-0.34,0.18,0.32,0.05,0.97,-0.66,0.10,-0.02
388,0.45,0.18,-0.20,-0.31,1.03,-0.12,0.11,-0.01
389,0.93,0.17,0.07,-0.40,0.76,0.34,0.09,-0.01
390,1.24,0.17,0.02,-0.26,0.31,0.67,0.05,-0.01
391,1.20,0.17,-0.01,-0.25,-0.23,0.86,0.01,-0.01
392,1.16,0.17,-0.08,-0.22,-0.68,0.90,-0.02,-0.02
393,0.80,0.17,0.04,0.06,-0.92,0.81,-0.05,-0.03
394,0.41,0.17,-0.03,0.26,-0.98,0.62,-0.06,-0.04
395,0.91,0.17,-0.16,0.28,-0.80,0.42,-0.05,-0.05
396,-0.92,0.16,0.55,0.31,-0.39,0.25,-0.03,-0.06
397,-0.65,0.16,-0.68,0.25,0.15,0.17,0.00,-0.05
398,-0.56,0.15,0.19,0.09,0.71,0.17,0.03,-0.05
399,-0.21,0.15,0.16,-0.08,1.11,0.24,0.06,-0.04
400,0.14,0.14,0.02,-0.31,1.18,0.32,0.06,-0.03
401,1.01,0.14,-0.12,-0.21,0.91,0.37,0.03,-0.02
402,1.29,0.13,0.17,0.12,0.41,0.36,-0.03,-0.01
403,1.47,0.13,-0.06,-0.05,-0.22,0.29,-0.10,-0.01
404,1.00,0.13,0.02,-0.38,-0.76,0.15,-0.16,0.00
405,0.51,0.13,-0.11,-0.22,-1.07,0.00,-0.21,0.00
406,-0.34,0.13,0.03,0.05,-1.12,-0.16,-0.23,0.00
407,-0.84,0.13,-0.08,0.13,-0.86,-0.29,-0.22,0.00
408,-0.84,0.13,-0.02,0.29,-0.40,-0.35,-0.19,0.01
409,-0.84,0.12,0.14,0.40,0.09,-0.31,-0.14,0.02
410,-0.56,0.12,-0.01,0.31,0.53,-0.21,-0.07,0.04
411,-0.41,0.11,0.04,0.11,0.84,-0.09,0.01,0.05
412,0.39,0.11,-0.13,-0.14,0.92,0.02,0.07,0.06
413,0.92,0.11,0.13,-0.40,0.86,0.08,0.10,0.07
414,1.36,0.10,0.01,-0.51,0.63,0.09,0.10,0.08
415,1.38,0.10,0.00,-0.31,0.21,0.03,0.09,0.08
416,0.99,0.10,-0.03,0.02,-0.26,-0.09,0.09,0.08
417,0.35,0.10,-0.06,0.19,-0.72,-0.24,0.11,0.07
418,-0.71,0.10,0.02,0.15,-1.04,-0.39,0.16,0.07
419,-0.92,0.10,-0.20,0.14,-1.03,-0.46,0.24,0.07
420,-1.02,0.10,0.13,0.22,-0.71,-0.43,0.32,0.07
421,-1.16,0.10,0.12,0.27,-0.16,-0.32,0.39,0.08
422,-0.92,0.09,-0.08,0.22,0.46,-0.15,0.46,0.09
423,-0.65,0.09,0.03,0.12,0.91,0.05,0.49,0.10
424,-0.04,0.09,-0.03,-0.13,1.05,0.23,0.49,0.11
425,0.59,0.08,0.04,-0.47,0.86,0.37,0.43,0.12
426,1.03,0.08,0.04,-0.52,0.43,0.43,0.33,0.12
427,1.19,0.08,-0.01,-0.22,-0.11,0.39,0.19,0.12
428,1.04,0.08,-0.03,0.06,-0.60,0.26,0.04,0.11
429,0.56,0.09,-0.02,0.16,-0.91,0.07,-0.08,0.10
430,-0.08,0.09,-0.04,0.15,-0.99,-0.13,-0.18,0.09
431,-1.16,0.09,0.04,0.14,-0.81,-0.27,-0.24,0.09
432,-1.37,0.10,-0.20,0.20,-0.40,-0.34,-0.28,0.08
433,-0.77,0.10,0.01,0.25,0.16,-0.34,-0.32,0.08
434,-0.77,0.10,0.34,0.18,0.71,-0.26,-0.36,0.08
435,-0.65,0.10,-0.09,0.06,1.07,-0.11,-0.42,0.08
436,0.11,0.10,-0.20,0.00,1.13,0.05,-0.49,0.08
437,0.95,0.10,0.10,-0.14,0.84,0.19,-0.57,0.08
438,1.28,0.10,0.16,-0.50,0.34,0.29,-0.64,0.07
439,1.29,0.10,-0.06,-0.60,-0.24,0.30,-0.71,0.06
440,0.87,0.11,-0.06,-0.11,-0.72,0.25,-0.75,0.04
441,0.37,0.11,-0.07,0.30,-0.99,0.16,-0.75,0.02
442,-0.21,0.12,0.00,0.20,-1.06,0.06,-0.69,0.00
443,-1.37,0.12,0.11,0.10,-0.89,-0.04,-0.59,-0.01
444,-5.86,0.12,0.45,0.26,-0.51,-0.09,-0.45,-0.02
445,-5.86,0.12,-1.36,0.39,0.01,-0.08,-0.32,-0.02
446,-0.71,0.12,-0.25,0.28,0.59,-0.03,-0.19,-0.02
447,-0.37,0.12,2.23,-0.14,1.04,0.06,-0.09,-0.01
448,0.12,0.12,-0.58,-0.39,1.21,0.14,0.00,-0.01
449,0.79,0.12,-0.76,0.36,1.04,0.17,0.06,-0.01
450,1.22,0.12,0.08,0.72,0.56,0.15,0.10,-0.02
451,1.28,0.12,0.17,-1.18,-0.06,0.09,0.14,-0.03
452,0.89,0.12,0.01,-2.54,-0.63,-0.03,0.18,-0.04
453,0.18,0.12,-0.05,-0.49,-1.00,-0.16,0.22,-0.06
454,-0.16,0.13,-0.13,1.87,-1.10,-0.29,0.27,-0.07
455,-0.41,0.13,0.06,1.74,-0.99,-0.36,0.33,-0.08
456,-0.31,0.13,0.02,0.70,-0.64,-0.36,0.40,-0.09
457,-0.77,0.13,0.16,0.04,-0.15,-0.26,0.46,-0.09
458,-0.65,0.13,-0.18,-0.32,0.49,-0.11,0.50,-0.09
459,-0.34,0.12,0.01,-0.41,1.25,0.06,0.52,-0.08
460,-0.04,0.12,0.09,-0.49,1.74,0.21,0.51,-0.08
461,0.76,0.12,-0.08,-0.51,1.75,0.31,0.47,-0.08
462,1.28,0.12,0.11,-0.24,1.11,0.34,0.42,-0.08
463,1.52,0.12,0.02,0.08,-0.26,0.29,0.36,-0.09
464,1.24,0.12,-0.01,0.15,-1.64,0.17,0.30,-0.10
465,0.60,0.12,-0.06,0.07,-2.48,-0.01,0.25,-0.11
466,-0.26,0.13,-0.05,0.02,-2.53,-0.18,0.22,-0.12
467,-1.37,0.13,0.01,0.01,-1.57,-0.29,0.21,-0.13
468,-0.44,0.13,-0.36,0.09,-0.22,-0.33,0.21,-0.12
469,-0.21,0.13,0.49,0.28,0.95,-0.29,0.21,-0.12
470,-0.10,0.12,0.07,0.33,1.72,-0.18,0.22,-0.11
471,-0.23,0.12,-0.12,0.24,1.88,-0.04,0.21,-0.10
472,0.66,0.12,-0.26,0.08,1.60,0.08,0.18,-0.08
473,0.87,0.12,0.29,-0.37,1.11,0.19,0.14,-0.08
474,1.34,0.11,-0.07,-0.84,0.51,0.22,0.07,-0.08
475,1.04,0.11,0.08,-0.55,-0.10,0.15,0.01,-0.09
476,0.98,0.11,-0.16,0.25,-0.64,0.03,-0.06,-0.10
477,0.23,0.12,0.10,0.49,-1.02,-0.09,-0.11,-0.11
478,-0.18,0.12,-0.13,0.21,-1.22,-0.18,-0.14,-0.12
479,0.62,0.12,-0.17,0.06,-1.16,-0.17,-0.15,-0.13
480,0.66,0.12,0.40,0.12,-0.81,-0.07,-0.14,-0.12
481,0.70,0.12,-0.04,0.15,-0.24,0.05,-0.12,-0.11
482,-1.23,0.12,0.20,0.15,0.42,0.24,-0.09,-0.10
483,-0.36,0.12,-0.82,0.09,0.95,0.48,-0.08,-0.09
484,0.22,0.12,0.42,-0.25,1.14,0.68,-0.07,-0.07
485,0.84,0.12,0.25,-0.63,0.92,0.74,-0.09,-0.06
486,0.98,0.12,0.01,-0.36,0.39,0.65,-0.11,-0.05
487,1.13,0.12,-0.16,0.46,-0.20,0.36,-0.14,-0.04
488,0.71,0.12,0.05,0.68,-0.68,-0.02,-0.17,-0.04
489,0.48,0.13,-0.11,-0.11,-0.89,-0.37,-0.18,-0.04
490,-0.17,0.13,0.08,-0.68,-0.82,-0.70,-0.18,-0.03
