sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
366,0.91,0.17,-0.40,-0.04,1.03,0.21,-0.63,-0.01
367,1.22,0.16,0.35,0.12,0.59,0.18,-0.56,0.03
368,1.61,0.16,-0.03,-0.04,-0.02,0.12,-0.48,0.06
369,1.42,0.15,0.00,-0.21,-0.61,0.03,-0.40,0.09
370,1.32,0.14,-0.12,0.00,-0.99,-0.08,-0.33,0.12
371,1.22,0.14,-0.01,0.13,-1.03,-0.18,-0.25,0.15
372,0.35,0.13,0.16,-0.05,-0.81,-0.25,-0.16,0.18
373,-0.31,0.12,-0.16,-0.05,-0.44,-0.27,-0.06,0.22
374,-0.45,0.11,-0.10,0.22,-0.05,-0.23,0.05,0.26
375,-0.60,0.10,0.15,0.28,0.22,-0.13,0.17,0.29
376,-0.45,0.10,0.01,0.06,0.40,-0.01,0.28,0.32
377,-0.60,0.09,0.08,-0.06,0.47,0.11,0.40,0.34
378,-0.03,0.08,-0.17,-0.02,0.46,0.21,0.50,0.35
379,0.35,0.07,0.12,-0.10,0.39,0.26,0.58,0.35
380,0.22,0.06,0.11,-0.33,0.25,0.23,0.63,0.34
381,-0.17,0.06,-0.09,-0.33,0.05,0.14,0.67,0.32
382,-0.92,0.05,-0.04,-0.06,-0.14,0.01,0.68,0.31
383,-0.60,0.05,-0.23,0.11,-0.30,-0.12,0.69,0.29
384,-1.66,0.04,0.42,0.08,-0.36,-0.21,0.69,0.28
385,-1.66,0.03,-0.31,0.10,-0.28,-0.23,0.69,0.27
386,-1.27,0.03,-0.01,0.32,-0.10,-0.19,0.70,0.26
387,-0.31,0.02,0.08,0.38,0.18,-0.07,0.72,0.25
388,-0.17,0.02,0.26,0.05,0.47,0.09,0.73,0.24
389,-0.03,0.01,-0.15,-0.25,0.67,0.28,0.73,0.22
390,1.12,0.01,-0.28,-0.18,0.71,0.45,0.71,0.19
391,0.80,0.01,0.43,-0.19,0.54,0.54,0.66,0.15
392,0.46,0.00,-0.16,-0.42,0.20,0.54,0.58,0.10
393,-0.03,0.00,-0.13,-0.23,-0.24,0.45,0.48,0.05
394,-0.03,0.00,-0.08,0.31,-0.65,0.29,0.36,0.00
395,-0.60,0.00,0.22,0.38,-0.91,0.09,0.25,-0.05
396,-2.62,0.00,0.19,0.13,-0.95,-0.12,0.15,-0.09
397,-2.35,-0.01,-0.69,0.21,-0.72,-0.33,0.08,-0.13
398,-2.62,-0.01,0.40,0.32,-0.32,-0.49,0.04,-0.16
399,-2.10,-0.02,0.04,-0.07,0.17,-0.58,0.01,-0.19
400,-1.27,-0.03,0.00,-0.39,0.57,-0.61,-0.01,-0.22
401,-0.45,-0.04,0.07,-0.08,0.73,-0.59,-0.04,-0.24
402,-0.17,-0.04,0.08,0.16,0.63,-0.56,-0.08,-0.27
403,0.10,-0.05,-0.14,-0.23,0.28,-0.53,-0.14,-0.30
404,0.46,-0.06,-0.07,-0.53,-0.15,-0.50,-0.21,-0.34
405,1.02,-0.07,0.01,-0.34,-0.50,-0.47,-0.29,-0.37
406,1.02,-0.08,0.16,-0.06,-0.66,-0.43,-0.37,-0.41
407,0.46,-0.08,0.01,0.30,-0.58,-0.38,-0.42,-0.44
408,0.46,-0.09,-0.25,0.62,-0.29,-0.30,-0.45,-0.46
409,0.10,-0.10,0.13,0.50,0.09,-0.17,-0.44,-0.47
410,-0.45,-0.11,0.06,0.05,0.47,0.01,-0.41,-0.47
411,-1.46,-0.12,0.01,-0.22,0.79,0.23,-0.37,-0.46
412,-1.27,-0.13,-0.29,-0.08,0.94,0.47,-0.33,-0.44
413,-0.76,-0.14,0.15,0.07,0.94,0.70,-0.30,-0.42
414,-0.45,-0.15,0.21,-0.10,0.69,0.88,-0.29,-0.40
415,0.22,-0.17,-0.11,-0.19,0.17,0.99,-0.31,-0.38
416,0.22,-0.17,0.10,0.02,-0.44,1.02,-0.34,-0.37
417,0.46,-0.18,-0.14,0.04,-1.04,0.97,-0.38,-0.35
418,0.22,-0.19,0.06,-0.30,-1.37,0.85,-0.41,-0.33
419,-0.03,-0.20,-0.05,-0.42,-1.30,0.68,-0.42,-0.31
420,-0.03,-0.20,-0.07,-0.11,-0.94,0.48,-0.41,-0.28
421,-0.17,-0.21,0.09,0.25,-0.37,0.28,-0.37,-0.24
422,-0.31,-0.22,0.01,0.42,0.19,0.09,-0.32,-0.19
423,-0.60,-0.22,0.01,0.38,0.60,-0.07,-0.26,-0.13
424,0.22,-0.23,-0.21,0.20,0.88,-0.22,-0.20,-0.07
425,1.22,-0.23,0.16,-0.04,1.02,-0.36,-0.15,0.00
426,1.22,-0.24,0.29,-0.26,1.05,-0.50,-0.12,0.05
427,1.42,-0.24,-0.25,-0.26,0.94,-0.63,-0.09,0.10
428,1.79,-0.24,-0.12,-0.04,0.67,-0.76,-0.07,0.14
429,2.05,-0.24,0.10,-0.04,0.22,-0.86,-0.04,0.18
430,1.61,-0.23,0.13,-0.29,-0.33,-0.89,0.00,0.20
431,0.58,-0.23,-0.05,-0.19,-0.83,-0.85,0.06,0.23
432,0.22,-0.23,-0.27,0.32,-1.14,-0.72,0.14,0.25
433,-0.60,-0.22,0.19,0.46,-1.13,-0.49,0.23,0.27
434,-0.17,-0.22,-0.18,0.11,-0.82,-0.21,0.33,0.30
435,-0.17,-0.22,0.26,-0.05,-0.34,0.11,0.43,0.33
436,0.10,-0.22,-0.03,0.12,0.18,0.43,0.50,0.37
437,0.46,-0.22,-0.05,0.15,0.56,0.69,0.56,0.39
438,0.35,-0.22,0.09,-0.10,0.72,0.83,0.58,0.42
439,0.58,-0.22,-0.14,-0.39,0.67,0.81,0.58,0.43
440,0.46,-0.22,0.07,-0.48,0.43,0.65,0.54,0.43
441,0.35,-0.22,-0.02,-0.27,0.09,0.38,0.49,0.43
442,-0.31,-0.22,0.07,0.08,-0.26,0.05,0.43,0.41
443,-0.60,-0.22,-0.15,0.31,-0.50,-0.29,0.36,0.39
444,-0.17,-0.22,-0.08,0.35,-0.56,-0.59,0.29,0.36
445,0.35,-0.22,0.17,0.22,-0.42,-0.79,0.21,0.34
446,0.22,-0.22,0.18,0.03,-0.09,-0.84,0.13,0.32
447,-0.03,-0.22,-0.13,0.03,0.31,-0.74,0.04,0.30
448,0.10,-0.22,-0.17,0.07,0.67,-0.52,-0.05,0.28
449,0.10,-0.22,0.10,-0.16,0.85,-0.22,-0.16,0.26
450,0.22,-0.23,0.02,-0.46,0.78,0.11,-0.28,0.23
451,-0.03,-0.22,0.06,-0.31,0.44,0.40,-0.40,0.20
452,0.10,-0.22,-0.13,0.20,-0.07,0.62,-0.52,0.16
453,0.10,-0.22,0.06,0.41,-0.55,0.74,-0.62,0.10
454,-0.03,-0.22,0.04,0.16,-0.89,0.74,-0.70,0.05
455,0.22,-0.21,-0.10,-0.08,-0.94,0.65,-0.74,-0.01
456,-0.17,-0.21,0.16,-0.09,-0.71,0.51,-0.75,-0.07
457,-0.60,-0.21,-0.07,-0.03,-0.32,0.34,-0.72,-0.13
458,-0.92,-0.20,-0.09,-0.03,0.11,0.17,-0.66,-0.17
459,-1.09,-0.20,0.01,-0.03,0.42,0.02,-0.58,-0.21
460,-0.60,-0.20,-0.05,-0.02,0.53,-0.10,-0.47,-0.24
461,-0.92,-0.20,0.26,-0.01,0.45,-0.18,-0.37,-0.26
462,-0.76,-0.20,-0.18,0.10,0.23,-0.21,-0.26,-0.28
463,-0.92,-0.20,0.04,0.17,0.00,-0.25,-0.16,-0.30
464,-1.46,-0.20,0.05,0.01,-0.13,-0.30,-0.07,-0.32
465,-0.92,-0.19,-0.27,-0.24,-0.15,-0.35,0.02,-0.34
466,-1.27,-0.19,0.31,-0.26,-0.07,-0.39,0.11,-0.36
467,-0.76,-0.18,-0.19,-0.03,0.02,-0.39,0.21,-0.38
468,-0.45,-0.18,0.09,0.17,0.06,-0.36,0.31,-0.40
469,0.10,-0.17,-0.01,0.23,0.05,-0.29,0.41,-0.41
470,0.46,-0.17,0.04,0.12,0.00,-0.19,0.50,-0.41
471,0.46,-0.17,0.03,-0.10,-0.01,-0.03,0.58,-0.40
472,0.91,-0.16,-0.16,-0.16,0.01,0.17,0.63,-0.38
473,1.12,-0.16,0.09,-0.10,0.08,0.36,0.66,-0.36
474,1.42,-0.16,0.00,-0.09,0.15,0.51,0.65,-0.34
475,1.02,-0.15,0.11,0.01,0.16,0.60,0.61,-0.31
476,0.91,-0.15,-0.17,0.19,0.11,0.61,0.55,-0.28
477,0.80,-0.14,0.00,0.23,-0.03,0.56,0.48,-0.26
478,0.58,-0.14,0.07,0.05,-0.18,0.45,0.40,-0.23
479,0.58,-0.13,-0.04,-0.11,-0.26,0.29,0.33,-0.21
480,0.07,-0.12,0.11,-0.04,-0.24,0.09,0.28,-0.19
481,0.61,-0.12,-0.24,0.10,-0.11,-0.08,0.24,-0.16
482,0.94,-0.11,0.18,0.04,0.00,-0.21,0.20,-0.12
483,1.19,-0.11,0.07,-0.12,0.03,-0.30,0.16,-0.08
484,1.69,-0.11,-0.10,-0.15,-0.01,-0.34,0.11,-0.04
485,1.73,-0.11,0.09,-0.04,-0.12,-0.36,0.06,0.01
486,1.81,-0.10,-0.07,-0.01,-0.19,-0.36,0.01,0.06
487,1.78,-0.10,-0.02,-0.13,-0.17,-0.33,-0.06,0.11
