sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
369,-0.22,0.09,0.01,0.27,-1.28,-0.13,0.02,0.06
370,-1.86,0.09,0.11,0.40,-0.75,-0.13,0.08,0.06
371,-1.46,0.10,-0.51,0.37,-0.09,-0.08,0.15,0.06
372,-1.32,0.10,0.36,0.15,0.51,0.03,0.21,0.07
373,-0.42,0.09,0.04,-0.13,0.94,0.21,0.25,0.07
374,0.51,0.09,0.05,-0.19,1.12,0.41,0.27,0.08
375,1.11,0.09,0.06,0.02,1.05,0.56,0.27,0.09
376,1.35,0.09,-0.04,0.01,0.73,0.60,0.24,0.09
377,1.35,0.09,-0.08,-0.41,0.21,0.49,0.18,0.09
378,1.41,0.09,-0.07,-0.62,-0.38,0.26,0.11,0.07
379,1.16,0.09,0.07,-0.31,-0.87,0.00,0.04,0.06
380,0.52,0.09,0.04,0.14,-1.11,-0.25,-0.01,0.04
381,-0.35,0.09,-0.05,0.54,-1.04,-0.47,-0.03,0.03
382,-1.19,0.10,-0.06,0.68,-0.69,-0.61,-0.03,0.02
383,-1.08,0.10,-0.14,0.40,-0.20,-0.65,-0.02,0.01
384,-1.42,0.09,0.27,-0.02,0.35,-0.59,0.00,0.01
385,-0.41,0.09,-0.22,-0.21,0.82,-0.40,0.02,0.01
386,0.31,0.08,0.21,-0.14,1.09,-0.14,0.02,0.02
387,0.70,0.08,0.09,-0.07,1.13,0.09,0.02,0.03
388,0.97,0.07,-0.12,-0.21,0.83,0.24,-0.01,0.03
389,1.25,0.07,-0.08,-0.36,0.21,0.28,-0.05,0.03
390,1.23,0.07,0.06,-0.34,-0.50,0.23,-0.09,0.02
391,0.94,0.07,0.01,-0.24,-1.12,0.12,-0.12,0.00
392,0.48,0.06,-0.04,0.06,-1.38,-0.01,-0.13,-0.01
393,0.05,0.06,-0.04,0.47,-1.19,-0.13,-0.11,-0.02
394,-0.38,0.06,0.02,0.54,-0.68,-0.22,-0.07,-0.03
395,-1.80,0.06,0.18,0.27,-0.01,-0.24,-0.01,-0.03
396,-1.19,0.05,-0.50,0.06,0.63,-0.17,0.04,-0.03
397,-0.70,0.05,0.31,-0.03,1.07,-0.03,0.08,-0.03
398,0.37,0.04,0.09,-0.16,1.27,0.15,0.11,-0.02
399,0.79,0.03,0.14,-0.23,1.20,0.30,0.11,-0.01
400,1.11,0.02,-0.12,-0.07,0.81,0.39,0.08,-0.01
401,1.18,0.02,-0.06,0.00,0.19,0.37,0.03,-0.02
402,1.09,0.01,-0.02,-0.35,-0.50,0.29,-0.03,-0.03
403,0.97,0.01,-0.02,-0.55,-1.09,0.15,-0.09,-0.04
404,0.32,0.01,0.09,-0.14,-1.33,0.00,-0.13,-0.05
405,-0.30,0.01,-0.08,0.41,-1.20,-0.11,-0.14,-0.06
406,-1.32,0.01,0.04,0.64,-0.77,-0.17,-0.13,-0.06
407,-1.54,0.00,-0.17,0.48,-0.17,-0.17,-0.11,-0.06
408,-1.39,0.00,0.07,0.12,0.38,-0.11,-0.08,-0.05
409,-0.44,-0.01,0.02,-0.14,0.82,0.01,-0.05,-0.03
410,0.27,-0.02,0.19,-0.17,1.09,0.16,-0.04,-0.01
411,0.83,-0.03,0.00,-0.10,1.12,0.27,-0.04,0.00
412,1.13,-0.03,-0.06,-0.11,0.91,0.30,-0.05,0.01
413,1.10,-0.04,-0.03,-0.29,0.43,0.22,-0.09,0.01
414,1.09,-0.04,-0.07,-0.46,-0.23,0.07,-0.12,0.01
415,0.80,-0.05,0.04,-0.34,-0.84,-0.12,-0.15,0.00
416,0.30,-0.05,0.01,0.08,-1.23,-0.30,-0.15,-0.01
417,-0.53,-0.05,0.01,0.50,-1.23,-0.43,-0.11,-0.02
418,-1.86,-0.05,0.02,0.60,-0.86,-0.48,-0.05,-0.02
419,-1.93,-0.06,-0.30,0.39,-0.27,-0.46,0.03,-0.02
420,-1.74,-0.06,0.17,0.06,0.36,-0.33,0.10,-0.02
421,-1.03,-0.07,0.10,-0.19,0.87,-0.12,0.17,-0.01
422,-0.21,-0.08,0.06,-0.19,1.15,0.12,0.21,-0.01
423,0.38,-0.09,0.04,-0.03,1.16,0.33,0.23,0.00
424,0.73,-0.09,-0.04,-0.04,0.85,0.44,0.22,0.00
425,0.90,-0.09,-0.06,-0.37,0.28,0.44,0.18,-0.01
426,0.87,-0.10,-0.02,-0.55,-0.42,0.34,0.13,-0.02
427,0.72,-0.10,-0.01,-0.31,-1.01,0.18,0.08,-0.04
428,0.34,-0.10,0.02,0.12,-1.30,-0.01,0.04,-0.05
429,-0.28,-0.10,0.01,0.48,-1.18,-0.18,0.03,-0.06
430,-0.99,-0.10,-0.03,0.59,-0.72,-0.29,0.05,-0.07
431,-1.93,-0.10,0.02,0.40,-0.11,-0.33,0.07,-0.07
432,-1.86,-0.10,-0.19,0.09,0.49,-0.28,0.08,-0.07
433,-0.77,-0.11,0.01,-0.13,0.97,-0.16,0.08,-0.06
434,0.26,-0.11,0.29,-0.21,1.22,0.01,0.06,-0.05
435,0.69,-0.12,0.13,-0.16,1.21,0.17,0.02,-0.04
436,0.90,-0.12,-0.16,-0.04,0.88,0.28,-0.03,-0.04
437,1.02,-0.12,-0.11,-0.07,0.26,0.29,-0.11,-0.04
438,1.01,-0.12,0.01,-0.41,-0.48,0.20,-0.18,-0.05
439,0.79,-0.12,0.04,-0.62,-1.12,0.07,-0.25,-0.07
440,0.12,-0.12,0.04,-0.17,-1.43,-0.07,-0.28,-0.09
441,-0.54,-0.12,-0.09,0.54,-1.30,-0.18,-0.28,-0.10
442,-1.32,-0.12,0.00,0.77,-0.83,-0.24,-0.24,-0.11
443,-1.93,-0.12,-0.02,0.46,-0.19,-0.25,-0.19,-0.12
444,-1.54,-0.13,-0.12,0.04,0.43,-0.19,-0.14,-0.12
445,-0.87,-0.13,0.16,-0.16,0.91,-0.07,-0.09,-0.11
446,0.07,-0.14,0.08,-0.17,1.21,0.10,-0.06,-0.10
447,0.67,-0.14,0.07,-0.14,1.26,0.24,-0.05,-0.09
448,0.90,-0.14,-0.03,-0.14,1.02,0.30,-0.05,-0.09
449,0.91,-0.15,-0.09,-0.24,0.48,0.26,-0.06,-0.09
450,0.86,-0.15,-0.05,-0.42,-0.26,0.14,-0.08,-0.10
451,0.80,-0.15,0.00,-0.36,-0.95,-0.02,-0.10,-0.11
452,0.27,-0.14,0.10,0.02,-1.35,-0.17,-0.09,-0.12
453,-0.50,-0.14,-0.03,0.45,-1.33,-0.27,-0.06,-0.13
454,-1.08,-0.14,-0.11,0.64,-0.90,-0.32,-0.01,-0.13
455,-1.29,-0.14,-0.02,0.46,-0.24,-0.30,0.06,-0.12
456,-0.99,-0.14,0.03,0.04,0.41,-0.20,0.11,-0.11
457,-0.94,-0.14,0.16,-0.22,0.93,-0.01,0.15,-0.09
458,0.05,-0.15,-0.18,-0.18,1.20,0.19,0.18,-0.07
459,0.75,-0.15,0.16,-0.07,1.18,0.37,0.18,-0.05
460,1.11,-0.15,0.06,-0.16,0.87,0.46,0.16,-0.03
461,1.20,-0.15,-0.08,-0.33,0.29,0.42,0.12,-0.03
462,1.14,-0.15,-0.07,-0.28,-0.43,0.28,0.07,-0.03
463,1.04,-0.14,-0.02,-0.10,-1.04,0.08,0.03,-0.03
464,0.59,-0.14,0.07,0.01,-1.35,-0.13,0.00,-0.04
465,-0.09,-0.13,-0.01,0.18,-1.24,-0.32,0.01,-0.04
466,-0.83,-0.13,-0.05,0.44,-0.76,-0.43,0.03,-0.04
467,-1.14,-0.12,-0.08,0.45,-0.12,-0.47,0.07,-0.04
468,-0.99,-0.12,0.02,0.18,0.50,-0.42,0.10,-0.03
469,0.06,-0.12,-0.02,-0.09,0.94,-0.27,0.13,-0.01
470,0.35,-0.12,0.30,-0.16,1.15,-0.06,0.14,0.01
471,0.84,-0.12,-0.14,-0.11,1.09,0.14,0.14,0.03
472,0.94,-0.12,-0.02,-0.11,0.79,0.27,0.11,0.04
473,1.04,-0.12,-0.06,-0.26,0.27,0.31,0.07,0.04
474,1.01,-0.11,0.00,-0.44,-0.33,0.24,0.02,0.04
475,0.51,-0.11,0.07,-0.33,-0.86,0.11,-0.03,0.04
476,0.24,-0.10,-0.12,0.14,-1.17,-0.02,-0.05,0.03
477,-0.73,-0.09,0.13,0.51,-1.12,-0.12,-0.05,0.03
478,-1.29,-0.08,-0.15,0.48,-0.78,-0.19,-0.02,0.03
479,-2.74,-0.08,0.17,0.24,-0.25,-0.20,0.02,0.04
480,-1.53,-0.08,-0.53,0.02,0.34,-0.13,0.06,0.05
481,-0.75,-0.07,0.49,-0.10,0.82,0.01,0.09,0.07
482,0.08,-0.07,0.15,-0.16,1.10,0.19,0.10,0.09
483,0.38,-0.07,-0.03,-0.10,1.11,0.34,0.10,0.10
484,0.77,-0.07,-0.18,0.04,0.81,0.42,0.07,0.11
485,0.80,-0.06,0.03,-0.14,0.28,0.38,0.03,0.11
486,0.77,-0.05,-0.02,-0.63,-0.36,0.26,-0.03,0.11
487,0.62,-0.05,0.00,-0.58,-0.89,0.08,-0.08,0.10
