sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
375,0.38,0.34,-0.09,-0.03,-0.27,0,0.01,0.08
376,-0.36,0.34,0.21,0.15,-0.05,0,0.03,0.1
377,-0.36,0.34,-0.2,-0.12,0.14,0.01,0.05,0.13
378,-0.97,0.34,0.17,0.04,0.37,0.04,0.08,0.15
379,0.66,0.33,-0.4,0.33,0.42,0.08,0.11,0.16
380,0.05,0.33,0.71,0.09,0.33,0.11,0.14,0.18
381,0.66,0.33,-0.42,-0.15,0.21,0.11,0.16,0.19
382,-0.97,0.33,0.33,-0.1,0.03,0.06,0.16,0.19
383,0.9,0.32,-0.86,-0.08,-0.08,-0.01,0.16,0.19
384,0.38,0.32,0.86,-0.26,-0.05,-0.08,0.15,0.19
385,0.38,0.32,-0.17,-0.38,-0.07,-0.14,0.14,0.19
386,0.32,0.32,-0.17,0.05,-0.12,-0.19,0.13,0.2
387,0.36,0.32,0.01,0.62,-0.14,-0.21,0.12,0.2
388,0.05,0.31,0.11,0.41,-0.21,-0.2,0.12,0.21
389,0.52,0.31,-0.18,-0.26,-0.17,-0.13,0.13,0.21
390,0.38,0.31,0.21,-0.29,0.04,-0.01,0.14,0.21
391,0.9,0.31,-0.14,0.09,0.22,0.11,0.15,0.21
392,0.9,0.3,0.13,0.11,0.42,0.19,0.17,0.2
393,-0.97,0.3,0.26,-0.01,0.48,0.24,0.18,0.19
394,0.38,0.3,-0.91,-0.03,0.32,0.25,0.17,0.18
395,1.67,0.3,0.45,-0.1,0.05,0.22,0.15,0.16
396,-0.97,0.3,0.98,-0.19,-0.26,0.16,0.11,0.14
397,0.05,0.3,-1.38,-0.07,-0.49,0.05,0.07,0.12
398,-0.36,0.3,0.49,0.41,-0.56,-0.1,0.04,0.1
399,-0.97,0.29,0.22,0.4,-0.43,-0.21,0.02,0.08
400,-0.81,0.29,-0.29,-0.49,-0.24,-0.26,0,0.07
401,-0.99,0.29,0.14,-0.49,-0.07,-0.28,0,0.06
402,-0.36,0.29,-0.1,0.44,0.13,-0.25,0,0.05
403,-0.36,0.29,0.2,0.33,0.21,-0.22,0,0.04
404,0.38,0.28,-0.18,-0.21,0.24,-0.19,0,0.02
405,0.66,0.28,0.13,-0.06,0.3,-0.14,-0.01,0.01
406,0.66,0.28,0.02,-0.06,0.18,-0.08,-0.03,-0.01
407,-0.36,0.28,0.06,-0.22,0.09,-0.05,-0.07,-0.03
408,0.38,0.28,-0.49,-0.08,0.06,-0.05,-0.11,-0.05
409,0.66,0.27,0.34,0.04,-0.05,-0.06,-0.16,-0.07
410,1.5,0.27,0.02,0.05,-0.01,-0.07,-0.19,-0.09
411,0.66,0.27,0.3,0.15,0.04,-0.05,-0.2,-0.11
412,1.01,0.26,-0.49,0.4,-0.07,0.02,-0.19,-0.12
413,-0.36,0.26,0.34,0.33,-0.01,0.08,-0.17,-0.12
414,-0.97,0.25,-0.28,-0.28,0.03,0.17,-0.14,-0.12
415,-0.97,0.25,-0.09,-0.61,0.03,0.27,-0.12,-0.12
416,0.05,0.24,0.05,-0.22,0.18,0.36,-0.1,-0.12
417,0.9,0.24,0.28,0.27,0.12,0.44,-0.09,-0.12
418,0.05,0.23,0.28,0.4,-0.06,0.47,-0.09,-0.13
419,0.38,0.23,-0.59,0.36,-0.24,0.44,-0.1,-0.13
420,0.9,0.22,0.02,0.04,-0.49,0.35,-0.11,-0.14
421,-0.97,0.22,0.59,-0.62,-0.54,0.25,-0.11,-0.15
422,0.66,0.22,-0.97,-0.85,-0.37,0.12,-0.11,-0.15
423,0.38,0.21,0.72,-0.1,-0.09,-0.01,-0.09,-0.14
424,-0.97,0.21,0.19,0.65,0.21,-0.16,-0.05,-0.13
425,0.38,0.2,-0.85,0.54,0.37,-0.28,-0.01,-0.12
426,0.66,0.2,0.55,0.27,0.33,-0.36,0.03,-0.1
427,0.45,0.2,0.19,0.05,0.2,-0.39,0.06,-0.08
428,0.05,0.2,-0.21,-0.43,0.14,-0.37,0.08,-0.06
429,1.67,0.19,-0.45,-0.28,0.23,-0.35,0.09,-0.04
430,1.67,0.19,0.66,0.19,0.42,-0.32,0.09,-0.03
431,0.38,0.19,0.11,-0.2,0.51,-0.26,0.09,-0.02
432,1.12,0.19,-0.77,-0.28,0.34,-0.16,0.09,-0.02
433,0.38,0.19,0.51,0.37,-0.05,-0.06,0.09,-0.02
434,0.9,0.19,-0.21,0.22,-0.55,0.03,0.1,-0.02
435,0.66,0.19,0.2,-0.32,-0.82,0.13,0.11,-0.01
436,1.13,0.19,-0.15,0.05,-0.72,0.2,0.14,-0.01
437,-0.97,0.19,0.47,0.49,-0.45,0.28,0.16,0
438,-0.97,0.19,-0.75,0.12,0,0.36,0.18,0.01
439,1.12,0.18,-0.17,-0.26,0.32,0.38,0.19,0.01
440,0.9,0.18,1.01,-0.32,0.36,0.34,0.18,0.03
441,1.12,0.18,-0.33,-0.3,0.37,0.28,0.16,0.04
442,0.05,0.18,-0.05,0.22,0.22,0.17,0.13,0.04
443,0.3,0.17,-0.4,0.65,0.02,0.02,0.09,0.04
444,0.05,0.17,0.27,-0.12,-0.09,-0.13,0.05,0.04
445,0.9,0.17,-0.11,-0.95,-0.23,-0.3,0.02,0.03
446,0.66,0.17,0.32,-0.33,-0.26,-0.46,-0.01,0.02
447,-0.36,0.16,0,0.69,-0.16,-0.53,-0.04,0.01
448,-0.97,0.16,-0.33,0.76,0.02,-0.53,-0.08,0.01
449,0.05,0.16,-0.24,0.18,0.18,-0.49,-0.1,0.01
450,1.12,0.16,0.39,-0.43,0.29,-0.39,-0.12,0.01
451,0.66,0.15,0.4,-0.59,0.31,-0.25,-0.15,0.01
452,0.05,0.15,-0.33,-0.01,0.27,-0.09,-0.18,0.01
453,0.05,0.15,-0.31,0.58,0.22,0.12,-0.21,0.01
454,-0.97,0.15,0.32,0.2,0.15,0.29,-0.25,0.01
455,0.38,0.14,-0.46,-0.66,0,0.4,-0.28,0
456,0.66,0.14,0.51,-0.57,-0.25,0.45,-0.29,-0.01
457,0.9,0.14,0.02,0.33,-0.46,0.44,-0.29,-0.03
458,0.05,0.14,0.01,0.72,-0.54,0.4,-0.28,-0.05
459,-0.36,0.14,-0.3,0.39,-0.46,0.35,-0.25,-0.06
460,0.05,0.14,-0.11,-0.16,-0.16,0.29,-0.23,-0.08
461,-0.97,0.14,0.47,-0.67,0.12,0.17,-0.19,-0.09
462,-0.36,0.14,-0.44,-0.54,0.29,0.07,-0.15,-0.09
463,0.38,0.14,0.12,0.27,0.38,-0.02,-0.1,-0.09
464,-0.36,0.13,0.42,0.68,0.33,-0.1,-0.06,-0.09
465,0.66,0.13,-0.57,0.27,0.21,-0.15,-0.02,-0.09
466,-0.97,0.13,0.58,-0.16,0.04,-0.17,0,-0.08
467,-0.36,0.13,-0.65,-0.25,-0.16,-0.22,0.03,-0.08
468,-0.97,0.12,0.37,-0.36,-0.27,-0.28,0.05,-0.08
469,-0.97,0.12,-0.08,-0.28,-0.2,-0.3,0.07,-0.09
470,0.66,0.12,-0.27,0.14,-0.04,-0.3,0.11,-0.09
471,0.05,0.12,0.7,0.4,0.13,-0.26,0.14,-0.08
472,0.38,0.12,-0.43,0.34,0.14,-0.16,0.16,-0.08
473,0.38,0.12,-0.04,0.1,-0.01,-0.05,0.18,-0.08
474,0.66,0.11,0.01,-0.19,-0.14,0.01,0.2,-0.08
475,0.38,0.11,0.15,-0.44,-0.14,0.09,0.21,-0.07
476,0.66,0.11,-0.17,-0.42,0.07,0.21,0.22,-0.06
477,1.12,0.11,0.02,0.14,0.28,0.32,0.22,-0.04
478,0.9,0.11,0.2,0.5,0.34,0.37,0.21,-0.03
479,1.12,0.11,-0.19,0.23,0.18,0.37,0.2,-0.03
480,-0.97,0.11,0.38,0.01,-0.15,0.26,0.19,-0.02
481,0.05,0.11,-0.87,-0.03,-0.31,0.16,0.17,-0.01
482,0.38,0.11,0.5,-0.18,-0.33,0.11,0.16,-0.01
483,0.66,0.11,0.22,-0.26,-0.12,0.07,0.16,-0.01
484,0.89,0.11,-0.12,-0.04,0.16,0,0.16,0
485,-0.01,0.12,0.1,0.38,0.21,-0.1,0.15,0
486,0.78,0.12,-0.48,0.4,0.15,-0.16,0.15,0.01
487,0.88,0.12,0.34,-0.31,-0.07,-0.16,0.13,0.03
488,1,0.12,0.06,-0.73,-0.29,-0.1,0.11,0.04
489,1.71,0.12,-0.18,-0.23,-0.28,-0.05,0.1,0.06
490,0.98,0.12,0.32,0.41,-0.19,-0.07,0.07,0.07
491,0.3,0.12,-0.21,0.48,0,-0.12,0.04,0.08
492,0.7,0.12,-0.3,0.09,0.16,-0.14,0,0.09
