sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
370,-0.73,0.30,0.03,0.22,-0.89,-0.13,-0.15,0.09
371,-0.50,0.30,-0.34,0.24,-0.80,-0.27,-0.10,0.08
372,-0.50,0.30,0.29,0.15,-0.46,-0.30,-0.03,0.09
373,-0.73,0.30,0.15,0.16,0.06,-0.24,0.05,0.09
374,-0.60,0.29,-0.16,0.21,0.57,-0.15,0.13,0.11
375,-0.46,0.29,0.00,0.23,0.93,-0.03,0.19,0.12
376,0.42,0.29,-0.08,-0.05,1.01,0.08,0.22,0.13
377,1.22,0.29,0.14,-0.55,0.79,0.16,0.22,0.14
378,1.70,0.29,0.08,-0.59,0.40,0.24,0.21,0.15
379,1.72,0.29,-0.03,-0.11,-0.08,0.27,0.18,0.14
380,1.18,0.29,-0.04,0.21,-0.54,0.20,0.15,0.14
381,0.45,0.29,-0.09,0.15,-0.84,0.06,0.12,0.13
382,-0.50,0.30,-0.01,-0.01,-0.96,-0.07,0.10,0.12
383,-0.73,0.30,-0.12,-0.01,-0.84,-0.15,0.10,0.11
384,-1.24,0.30,0.19,0.22,-0.45,-0.16,0.11,0.10
385,-1.24,0.30,-0.06,0.41,0.06,-0.10,0.13,0.10
386,-0.46,0.30,-0.08,0.38,0.57,-0.04,0.14,0.11
387,-0.50,0.29,0.30,0.13,0.93,0.03,0.15,0.11
388,0.65,0.29,-0.30,-0.26,0.99,0.10,0.13,0.12
389,1.24,0.28,0.19,-0.51,0.75,0.17,0.10,0.12
390,1.58,0.28,0.04,-0.46,0.33,0.19,0.05,0.11
391,1.40,0.28,-0.03,-0.30,-0.16,0.14,0.00,0.11
392,1.04,0.27,-0.10,-0.09,-0.61,0.03,-0.05,0.10
393,1.06,0.27,-0.11,0.17,-0.89,-0.12,-0.07,0.09
394,1.32,0.27,0.05,0.23,-1.01,-0.25,-0.08,0.08
395,1.13,0.27,0.18,0.22,-0.87,-0.33,-0.07,0.07
396,0.67,0.27,-0.03,0.37,-0.47,-0.33,-0.04,0.07
397,-0.55,0.26,0.02,0.42,0.12,-0.27,0.00,0.07
398,-0.29,0.25,-0.39,0.13,0.74,-0.17,0.04,0.08
399,-0.38,0.25,0.29,-0.31,1.19,-0.03,0.06,0.09
400,0.06,0.24,0.01,-0.51,1.27,0.12,0.06,0.09
401,0.97,0.23,-0.05,-0.22,0.96,0.22,0.03,0.09
402,1.27,0.22,0.19,0.24,0.39,0.28,0.00,0.09
403,1.47,0.22,-0.08,0.26,-0.33,0.27,-0.05,0.08
404,1.00,0.21,0.00,-0.15,-0.91,0.19,-0.08,0.06
405,0.59,0.21,-0.13,-0.39,-1.22,0.09,-0.11,0.05
406,-0.35,0.21,0.07,-0.30,-1.21,-0.02,-0.12,0.03
407,-1.24,0.21,-0.06,-0.08,-0.85,-0.11,-0.11,0.02
408,-1.24,0.20,-0.15,0.27,-0.31,-0.13,-0.09,0.01
409,-0.66,0.19,0.10,0.53,0.24,-0.08,-0.06,0.01
410,-0.42,0.18,0.24,0.44,0.66,0.01,-0.03,0.01
411,-0.29,0.17,-0.04,0.17,0.85,0.11,-0.02,0.02
412,0.62,0.16,-0.23,-0.03,0.86,0.19,-0.02,0.02
413,0.91,0.15,0.22,-0.29,0.76,0.22,-0.05,0.02
414,1.27,0.14,-0.05,-0.64,0.63,0.20,-0.08,0.01
415,1.21,0.13,0.00,-0.59,0.39,0.13,-0.11,0.00
416,0.95,0.12,-0.04,-0.04,0.02,0.01,-0.13,-0.01
417,0.41,0.12,-0.01,0.35,-0.45,-0.15,-0.14,-0.02
418,-1.03,0.11,0.10,0.30,-0.91,-0.30,-0.14,-0.04
419,-1.03,0.11,-0.39,0.24,-1.14,-0.39,-0.12,-0.05
420,-1.03,0.10,0.21,0.25,-0.98,-0.36,-0.08,-0.05
421,-0.91,0.09,0.14,0.14,-0.49,-0.25,-0.03,-0.05
422,-0.81,0.08,-0.01,0.05,0.20,-0.08,0.01,-0.05
423,-0.60,0.07,-0.06,0.09,0.79,0.10,0.04,-0.05
424,0.22,0.06,-0.10,-0.02,1.05,0.26,0.05,-0.05
425,0.93,0.05,0.13,-0.43,0.92,0.37,0.05,-0.05
426,1.25,0.05,0.08,-0.62,0.45,0.41,0.04,-0.06
427,1.41,0.04,-0.09,-0.25,-0.13,0.35,0.02,-0.07
428,1.09,0.04,0.00,0.18,-0.64,0.18,0.01,-0.09
429,0.70,0.03,-0.07,0.25,-0.93,-0.06,0.00,-0.11
430,-0.20,0.03,0.06,0.10,-0.92,-0.29,-0.01,-0.13
431,1.36,0.03,-0.47,0.08,-0.66,-0.47,0.00,-0.14
432,1.56,0.02,0.65,0.22,-0.22,-0.55,0.03,-0.15
433,-0.81,0.01,0.39,0.26,0.32,-0.53,0.06,-0.15
434,-0.81,0.00,-1.05,0.23,0.79,-0.43,0.10,-0.14
435,-0.73,-0.01,0.19,0.17,1.08,-0.26,0.12,-0.13
436,0.18,-0.02,0.21,-0.35,1.07,-0.04,0.12,-0.12
437,1.00,-0.03,0.17,-0.89,0.73,0.18,0.10,-0.11
438,1.33,-0.04,0.05,-0.19,0.22,0.37,0.06,-0.11
439,1.35,-0.04,-0.10,0.84,-0.36,0.47,0.02,-0.11
440,0.92,-0.05,-0.05,0.44,-0.83,0.48,-0.02,-0.12
441,0.43,-0.06,-0.07,-0.57,-1.07,0.42,-0.05,-0.13
442,-0.26,-0.06,0.02,-0.73,-1.04,0.34,-0.07,-0.14
443,0.76,-0.07,-0.28,-0.22,-0.77,0.26,-0.08,-0.15
444,-1.03,-0.08,0.77,0.38,-0.29,0.18,-0.07,-0.15
445,-0.91,-0.09,-0.67,0.69,0.24,0.12,-0.04,-0.14
446,-0.46,-0.10,0.00,0.57,0.62,0.10,-0.01,-0.13
447,-0.38,-0.12,0.33,0.15,0.82,0.10,0.01,-0.12
448,0.09,-0.13,-0.10,-0.44,0.80,0.10,0.02,-0.11
449,0.75,-0.14,-0.06,-0.55,0.62,0.06,0.00,-0.11
450,1.32,-0.15,0.07,-0.05,0.50,-0.02,-0.02,-0.11
451,1.33,-0.16,0.08,0.04,0.33,-0.13,-0.05,-0.12
452,0.95,-0.17,-0.07,-0.26,0.03,-0.25,-0.08,-0.12
453,-0.02,-0.17,-0.02,-0.11,-0.32,-0.37,-0.09,-0.14
454,-0.32,-0.18,-0.22,0.12,-0.79,-0.48,-0.08,-0.14
455,-0.35,-0.18,0.07,0.10,-1.06,-0.53,-0.06,-0.15
456,-0.29,-0.19,0.13,0.17,-0.90,-0.49,-0.02,-0.15
457,-0.66,-0.20,0.10,0.34,-0.47,-0.35,0.03,-0.13
458,-0.66,-0.21,-0.16,0.40,0.13,-0.15,0.09,-0.12
459,-0.55,-0.22,0.00,0.19,0.66,0.07,0.13,-0.10
460,0.00,-0.23,-0.01,-0.31,0.84,0.23,0.15,-0.08
461,0.91,-0.23,0.03,-0.63,0.77,0.33,0.15,-0.07
462,1.45,-0.24,0.14,-0.39,0.54,0.38,0.13,-0.06
463,1.74,-0.24,-0.03,0.05,0.14,0.34,0.10,-0.05
464,1.42,-0.24,-0.01,0.22,-0.25,0.22,0.06,-0.05
465,0.83,-0.24,-0.08,0.10,-0.60,0.02,0.04,-0.06
466,-0.23,-0.24,0.00,-0.08,-0.87,-0.21,0.03,-0.06
467,-1.03,-0.24,-0.11,-0.12,-0.83,-0.40,0.03,-0.07
468,-0.29,-0.25,-0.20,0.10,-0.51,-0.46,0.04,-0.07
469,-0.08,-0.25,0.42,0.35,0.00,-0.41,0.06,-0.06
470,-0.02,-0.25,0.05,0.39,0.54,-0.30,0.08,-0.04
471,0.04,-0.26,-0.15,0.29,0.87,-0.15,0.08,-0.03
472,0.70,-0.26,-0.14,0.06,0.89,0.02,0.06,-0.02
473,1.05,-0.26,0.17,-0.45,0.67,0.20,0.02,-0.01
474,1.45,-0.26,-0.01,-0.85,0.31,0.38,-0.03,0.00
475,1.30,-0.26,0.05,-0.50,-0.07,0.49,-0.09,0.01
476,1.07,-0.26,-0.09,0.23,-0.39,0.48,-0.15,0.01
477,0.31,-0.25,0.04,0.46,-0.66,0.38,-0.19,0.01
478,-0.35,-0.25,-0.09,0.23,-0.85,0.25,-0.22,0.00
479,-1.24,-0.25,0.04,0.08,-0.86,0.15,-0.22,0.01
480,-1.24,-0.24,-0.15,0.10,-0.62,0.09,-0.20,0.02
481,-1.24,-0.24,0.16,0.16,-0.11,0.06,-0.16,0.03
482,-0.91,-0.24,0.03,0.15,0.53,0.03,-0.12,0.05
483,-0.09,-0.24,-0.05,0.07,1.03,0.03,-0.08,0.08
484,0.52,-0.25,0.12,-0.06,1.19,0.05,-0.06,0.10
485,1.15,-0.24,-0.03,-0.26,0.92,0.08,-0.05,0.11
486,1.25,-0.24,0.04,-0.43,0.36,0.09,-0.04,0.12
487,1.37,-0.24,-0.11,-0.35,-0.24,0.04,-0.04,0.13
488,0.88,-0.23,0.07,-0.12,-0.71,-0.06,-0.04,0.13
489,0.62,-0.23,-0.12,0.06,-0.92,-0.18,-0.02,0.12
490,-0.06,-0.22,0.08,0.24,-0.88,-0.28,0.01,0.11
