sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
376,-0.1,0.4,-0.05,0.3,0.9,-0.38,0.14,0.12
377,-0.47,0.4,0.04,-0.52,0.96,-0.25,0.14,0.11
378,1.1,0.4,-0.38,-0.67,0.74,-0.1,0.13,0.11
379,1.99,0.39,0.43,-0.23,0.37,0.1,0.11,0.1
380,1.85,0.39,0.21,-0.06,-0.06,0.29,0.09,0.09
381,1.17,0.39,-0.23,0.14,-0.47,0.39,0.07,0.07
382,-0.35,0.39,-0.08,0.39,-0.77,0.4,0.04,0.05
383,-0.25,0.39,-0.4,0.11,-0.93,0.36,0.02,0.03
384,0.28,0.39,0.23,-0.4,-0.88,0.34,0,0.01
385,0.17,0.39,0.37,-0.28,-0.51,0.36,-0.01,-0.01
386,-0.86,0.38,0.03,0.45,0,0.39,0.01,-0.02
387,-0.42,0.38,-0.53,0.88,0.56,0.38,0.03,-0.03
388,0.03,0.38,0.19,0.43,0.89,0.32,0.05,-0.05
389,-0.54,0.37,0.34,-0.6,0.87,0.24,0.06,-0.06
390,1.48,0.37,-0.63,-1.02,0.64,0.17,0.05,-0.07
391,1.78,0.37,0.62,-0.29,0.24,0.1,0.03,-0.08
392,1.41,0.36,0.03,0.37,-0.1,0.01,0.01,-0.09
393,0.82,0.36,-0.3,0.19,-0.36,-0.15,-0.01,-0.11
394,0.8,0.36,-0.19,0.03,-0.6,-0.32,-0.03,-0.13
395,1.47,0.36,0.05,-0.02,-0.74,-0.46,-0.05,-0.15
396,1.56,0.36,0.31,-0.28,-0.75,-0.53,-0.06,-0.17
397,1.19,0.36,0.01,0,-0.5,-0.5,-0.06,-0.18
398,-0.17,0.35,-0.02,0.7,-0.01,-0.4,-0.04,-0.19
399,-0.62,0.34,-0.36,0.59,0.52,-0.26,-0.01,-0.2
400,-0.1,0.34,-0.03,-0.21,0.9,-0.11,0.02,-0.2
401,-0.47,0.33,0.46,-0.69,0.92,0.03,0.05,-0.2
402,0.49,0.32,-0.3,-0.42,0.63,0.16,0.05,-0.2
403,1.82,0.32,0.04,0.29,0.24,0.25,0.06,-0.19
404,1.17,0.31,0.49,0.54,-0.15,0.29,0.07,-0.19
405,1.33,0.31,-0.5,0,-0.47,0.25,0.07,-0.19
406,0.23,0.3,0.14,-0.48,-0.66,0.14,0.08,-0.19
407,1.43,0.3,-0.47,-0.4,-0.77,0.02,0.08,-0.18
408,1.63,0.3,0.51,-0.29,-0.73,-0.08,0.09,-0.18
409,-0.86,0.29,0.48,-0.02,-0.42,-0.12,0.11,-0.17
410,1.14,0.29,-1.36,0.65,-0.03,-0.09,0.14,-0.15
411,-0.25,0.28,1.12,0.87,0.34,-0.01,0.17,-0.13
412,-0.17,0.28,-0.36,0.12,0.58,0.07,0.18,-0.11
413,-0.35,0.27,-0.05,-0.61,0.61,0.12,0.18,-0.09
414,1.42,0.27,-0.24,-0.28,0.57,0.16,0.15,-0.07
415,1,0.27,0.71,0.2,0.55,0.19,0.12,-0.05
416,1.34,0.26,-0.39,-0.15,0.51,0.18,0.07,-0.03
417,1.26,0.26,-0.05,-0.19,0.28,0.11,0.03,-0.02
418,1.93,0.26,-0.11,0.16,-0.1,0,-0.03,-0.02
419,2.27,0.27,0.19,-0.18,-0.6,-0.16,-0.09,-0.01
420,-0.62,0.27,0.53,-0.41,-1,-0.27,-0.15,0
421,1.51,0.27,-1.45,0.19,-0.97,-0.25,-0.18,0.01
422,1.63,0.26,0.97,0.58,-0.67,-0.16,-0.2,0.02
423,-0.47,0.26,0.54,0.17,-0.17,-0.05,-0.2,0.04
424,-0.86,0.26,-0.94,-0.2,0.34,0.06,-0.2,0.05
425,-0.47,0.26,-0.06,0.24,0.55,0.15,-0.21,0.07
426,0.91,0.26,0.25,0.35,0.68,0.22,-0.23,0.08
427,1.54,0.26,0.38,-0.61,0.65,0.29,-0.24,0.1
428,1.21,0.25,0.01,-0.61,0.45,0.31,-0.24,0.11
429,1.44,0.26,-0.41,0.54,0.29,0.18,-0.24,0.11
430,0.42,0.26,0.22,0.45,-0.08,-0.03,-0.23,0.12
431,1.72,0.26,-0.49,-0.62,-0.45,-0.24,-0.22,0.12
432,2,0.26,0.5,-0.77,-0.63,-0.4,-0.2,0.12
433,2.27,0.26,0.04,-0.01,-0.73,-0.45,-0.16,0.12
434,2.55,0.26,-0.15,0.71,-0.53,-0.42,-0.1,0.13
435,-0.35,0.26,0.49,0.82,-0.14,-0.35,-0.03,0.13
436,0.14,0.26,-1.1,0.24,0.14,-0.25,0.03,0.14
437,-0.86,0.26,0.62,-0.47,0.45,-0.07,0.07,0.14
438,0.91,0.26,-0.31,-0.65,0.65,0.14,0.09,0.14
439,1.69,0.26,0.51,-0.2,0.63,0.33,0.09,0.14
440,1.26,0.26,0.19,0.51,0.64,0.46,0.08,0.14
441,1,0.26,-0.42,0.79,0.4,0.46,0.07,0.13
442,0.35,0.27,-0.05,0.11,-0.02,0.37,0.05,0.11
443,1.31,0.27,-0.25,-0.86,-0.42,0.24,0.03,0.09
444,1.48,0.27,0.43,-1.09,-0.8,0.11,0,0.07
445,1.65,0.27,0,-0.33,-0.87,0,0,0.05
446,-0.62,0.27,0.28,0.77,-0.64,-0.09,0.01,0.04
447,-0.86,0.27,-0.79,1.09,-0.28,-0.14,0.03,0.03
448,-0.1,0.27,0.03,0.36,0.01,-0.16,0.04,0.02
449,-0.35,0.27,0.62,-0.53,0.16,-0.13,0.03,0.01
450,0.52,0.27,-0.29,-0.65,0.3,-0.04,0.01,0
451,1.41,0.27,0.01,0.16,0.44,0.04,-0.02,0
452,1.75,0.27,0.17,0.72,0.72,0.08,-0.06,-0.01
453,0.58,0.27,0.13,0.04,0.88,0.06,-0.08,-0.02
454,-0.47,0.27,-0.37,-0.73,0.67,0,-0.1,-0.03
455,-0.88,0.28,-0.18,-0.53,0.2,-0.1,-0.1,-0.05
456,0.13,0.28,-0.02,-0.14,-0.47,-0.21,-0.09,-0.06
457,-0.62,0.28,0.65,0.04,-0.9,-0.28,-0.06,-0.07
458,-0.62,0.28,-0.35,0.55,-0.9,-0.31,-0.02,-0.07
459,-0.62,0.28,-0.09,0.98,-0.66,-0.26,0.03,-0.07
460,-0.62,0.28,0.08,0.5,-0.27,-0.18,0.08,-0.07
461,-0.35,0.28,-0.02,-0.57,0.07,-0.06,0.09,-0.08
462,0.52,0.28,-0.06,-0.99,0.32,0.09,0.09,-0.08
463,1.69,0.28,0.07,-0.38,0.56,0.23,0.09,-0.08
464,1.81,0.29,0.26,0.21,0.71,0.37,0.08,-0.08
465,1.67,0.29,-0.16,0.25,0.58,0.45,0.07,-0.09
466,0.39,0.3,0.02,0.18,0.19,0.4,0.06,-0.1
467,1.91,0.3,-0.65,0.01,-0.38,0.23,0.05,-0.11
468,2.21,0.31,0.67,-0.26,-0.85,0.05,0.05,-0.12
469,-0.62,0.31,0.58,-0.2,-0.84,-0.11,0.06,-0.13
470,0.23,0.31,-1.34,0.34,-0.42,-0.23,0.08,-0.13
471,-0.03,0.32,0.56,0.78,0.16,-0.3,0.1,-0.13
472,-0.25,0.32,0.25,0.24,0.65,-0.36,0.1,-0.13
473,0.35,0.32,-0.26,-0.7,0.73,-0.39,0.09,-0.12
474,1.38,0.33,0.02,-0.37,0.52,-0.3,0.06,-0.11
475,1.19,0.33,0.35,0.46,0.22,-0.12,0.04,-0.1
476,1.72,0.33,-0.34,0.03,-0.09,0.1,0.01,-0.09
477,0.84,0.33,0.21,-0.52,-0.29,0.24,-0.01,-0.08
478,0.18,0.34,-0.2,-0.25,-0.42,0.29,-0.03,-0.07
479,-0.86,0.34,0,-0.15,-0.58,0.27,-0.05,-0.06
480,0.24,0.35,-0.35,-0.05,-0.63,0.25,-0.06,-0.05
481,0.17,0.35,0.58,0.36,-0.48,0.25,-0.05,-0.04
482,-0.86,0.35,0.13,0.49,-0.21,0.22,-0.04,-0.02
483,-0.33,0.35,-0.6,0.46,0.22,0.14,-0.01,-0.01
484,-0.62,0.35,0.32,0.31,0.63,0.02,0,0
485,0.5,0.35,-0.18,-0.36,0.79,-0.06,0.01,0.02
486,1.03,0.35,0.26,-0.89,0.91,-0.08,0.01,0.03
487,1.66,0.36,-0.03,-0.41,0.81,-0.05,0.01,0.04
488,0.95,0.36,0.14,0.34,0.47,-0.01,0.02,0.05
489,1.4,0.36,-0.44,0.34,0.09,-0.03,0.02,0.05
490,-0.35,0.36,0.47,-0.04,-0.48,-0.08,0.02,0.05
491,-0.12,0.37,-0.57,-0.23,-0.97,-0.12,0.01,0.05
492,0.23,0.37,0.16,-0.12,-1.08,-0.12,0.01,0.06
