sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
366,1.13,0.26,-0.11,-0.29,-0.52,0.28,-0.07,0.12
367,0.97,0.26,0.00,-0.10,-1.08,0.10,-0.06,0.11
368,0.54,0.26,0.06,0.05,-1.31,-0.07,-0.04,0.11
369,-0.20,0.26,0.01,0.23,-1.16,-0.20,0.00,0.10
370,-1.67,0.26,0.05,0.41,-0.70,-0.27,0.07,0.09
371,-1.39,0.26,-0.42,0.40,-0.09,-0.27,0.14,0.09
372,-1.27,0.25,0.31,0.14,0.48,-0.18,0.20,0.10
373,-0.40,0.25,0.03,-0.14,0.91,-0.03,0.25,0.10
374,0.64,0.24,0.04,-0.18,1.11,0.15,0.28,0.11
375,1.25,0.24,0.10,0.03,1.05,0.31,0.28,0.11
376,1.50,0.23,-0.05,-0.01,0.74,0.37,0.26,0.11
377,1.49,0.23,-0.09,-0.40,0.22,0.30,0.21,0.10
378,1.50,0.23,-0.07,-0.58,-0.37,0.14,0.14,0.09
379,1.26,0.23,0.06,-0.32,-0.86,-0.05,0.08,0.07
380,0.57,0.23,0.06,0.09,-1.11,-0.24,0.04,0.05
381,-0.41,0.22,-0.04,0.52,-1.04,-0.38,0.02,0.03
382,-1.67,0.22,-0.03,0.70,-0.71,-0.47,0.02,0.01
383,-1.43,0.22,-0.29,0.44,-0.21,-0.47,0.04,0.00
384,-1.67,0.21,0.36,0.01,0.33,-0.37,0.06,-0.01
385,-0.15,0.21,-0.23,-0.23,0.80,-0.18,0.07,-0.01
386,0.68,0.20,0.33,-0.16,1.08,0.05,0.08,-0.01
387,1.09,0.19,0.05,-0.02,1.13,0.25,0.07,-0.01
388,1.27,0.18,-0.17,-0.15,0.83,0.36,0.04,-0.01
389,1.39,0.17,-0.09,-0.43,0.23,0.36,0.00,-0.02
390,1.72,0.16,-0.03,-0.54,-0.47,0.28,-0.05,-0.04
391,1.75,0.16,0.11,-0.38,-1.10,0.14,-0.09,-0.05
392,1.30,0.15,0.06,0.13,-1.38,-0.01,-0.11,-0.07
393,0.96,0.14,-0.13,0.73,-1.21,-0.15,-0.09,-0.09
394,0.76,0.14,-0.03,0.79,-0.71,-0.24,-0.06,-0.10
395,0.59,0.13,0.06,0.30,-0.03,-0.26,-0.01,-0.10
396,0.00,0.12,0.10,-0.17,0.64,-0.19,0.03,-0.10
397,-0.78,0.11,-0.05,-0.26,1.13,-0.05,0.07,-0.10
398,0.39,0.09,-0.39,-0.10,1.38,0.12,0.08,-0.09
399,0.72,0.08,0.49,-0.08,1.33,0.27,0.08,-0.09
400,1.09,0.07,0.02,-0.23,0.89,0.36,0.05,-0.09
401,1.13,0.06,-0.08,-0.14,0.15,0.35,0.00,-0.09
402,1.11,0.05,-0.08,0.14,-0.67,0.26,-0.06,-0.10
403,0.99,0.04,0.00,0.02,-1.35,0.12,-0.11,-0.11
404,0.30,0.04,0.09,-0.39,-1.56,-0.02,-0.14,-0.12
405,-0.23,0.03,-0.12,-0.28,-1.31,-0.12,-0.14,-0.13
406,-1.27,0.03,0.08,0.26,-0.71,-0.18,-0.11,-0.13
407,-1.56,0.02,-0.17,0.47,0.00,-0.18,-0.08,-0.12
408,-1.39,0.01,0.04,0.32,0.56,-0.12,-0.04,-0.11
409,-0.13,0.00,-0.02,0.13,0.90,0.00,0.00,-0.10
410,0.28,-0.02,0.35,-0.01,1.02,0.13,0.02,-0.08
411,0.75,-0.03,-0.13,-0.07,0.98,0.24,0.02,-0.06
412,1.07,-0.04,-0.10,-0.12,0.82,0.26,0.01,-0.05
413,1.03,-0.05,0.03,-0.31,0.53,0.18,-0.02,-0.04
414,1.01,-0.05,-0.06,-0.55,0.14,0.02,-0.06,-0.04
415,0.58,-0.06,0.05,-0.43,-0.33,-0.17,-0.08,-0.05
416,0.24,-0.06,-0.06,0.15,-0.76,-0.33,-0.09,-0.05
417,-0.46,-0.06,0.06,0.59,-1.00,-0.44,-0.06,-0.05
418,-2.05,-0.07,0.11,0.56,-1.01,-0.47,-0.01,-0.05
419,-1.95,-0.07,-0.45,0.31,-0.71,-0.42,0.05,-0.04
420,-1.73,-0.08,0.23,0.05,-0.21,-0.27,0.09,-0.03
421,-0.68,-0.09,0.07,-0.18,0.34,-0.04,0.13,-0.02
422,0.24,-0.10,0.14,-0.24,0.81,0.22,0.14,0.00
423,0.67,-0.10,0.06,-0.03,0.99,0.44,0.14,0.01
424,1.08,-0.11,-0.15,0.05,0.83,0.53,0.10,0.01
425,1.18,-0.11,-0.02,-0.32,0.36,0.50,0.05,0.01
426,1.16,-0.12,-0.02,-0.63,-0.28,0.35,-0.01,0.00
427,0.94,-0.12,0.01,-0.41,-0.82,0.13,-0.07,-0.01
428,0.41,-0.12,0.02,0.15,-1.07,-0.12,-0.11,-0.02
429,-0.09,-0.12,-0.06,0.62,-0.96,-0.36,-0.12,-0.02
430,-1.18,-0.12,0.09,0.67,-0.54,-0.54,-0.11,-0.03
431,-2.16,-0.12,-0.10,0.36,0.00,-0.63,-0.08,-0.02
432,-2.05,-0.12,-0.19,0.03,0.53,-0.58,-0.06,-0.02
433,-0.72,-0.13,0.03,-0.17,0.95,-0.42,-0.05,-0.01
434,0.32,-0.13,0.37,-0.24,1.15,-0.19,-0.06,0.01
435,0.75,-0.14,0.09,-0.17,1.13,0.07,-0.07,0.02
436,0.99,-0.14,-0.20,0.02,0.80,0.29,-0.11,0.03
437,1.09,-0.15,-0.10,-0.04,0.16,0.45,-0.15,0.03
438,1.08,-0.15,0.01,-0.51,-0.58,0.52,-0.20,0.02
439,0.86,-0.15,0.04,-0.72,-1.21,0.51,-0.24,0.00
440,0.19,-0.15,0.05,-0.14,-1.47,0.44,-0.25,-0.01
441,-0.43,-0.15,-0.09,0.67,-1.26,0.35,-0.23,-0.02
442,-1.27,-0.15,0.03,0.87,-0.73,0.27,-0.18,-0.03
443,-1.67,-0.15,-0.08,0.48,-0.04,0.20,-0.12,-0.04
444,-1.47,-0.16,-0.02,0.02,0.57,0.14,-0.06,-0.04
445,-0.84,-0.16,0.08,-0.20,1.03,0.12,-0.01,-0.03
446,0.07,-0.17,0.06,-0.21,1.30,0.11,0.03,-0.03
447,0.79,-0.18,0.07,-0.16,1.31,0.10,0.05,-0.03
448,0.93,-0.18,0.04,-0.16,1.03,0.05,0.05,-0.03
449,0.91,-0.18,-0.13,-0.25,0.42,-0.06,0.04,-0.04
450,0.88,-0.18,-0.08,-0.36,-0.40,-0.23,0.02,-0.05
451,0.81,-0.18,0.03,-0.30,-1.15,-0.39,0.00,-0.07
452,0.34,-0.18,0.09,-0.01,-1.56,-0.51,0.01,-0.08
453,-0.72,-0.18,0.03,0.38,-1.48,-0.57,0.04,-0.09
454,-1.24,-0.18,-0.22,0.64,-0.95,-0.55,0.10,-0.10
455,-1.27,-0.18,-0.01,0.49,-0.20,-0.47,0.16,-0.09
456,-1.14,-0.18,0.15,0.05,0.51,-0.32,0.21,-0.08
457,-0.88,-0.18,0.04,-0.24,1.04,-0.10,0.26,-0.07
458,0.23,-0.18,-0.14,-0.15,1.30,0.12,0.28,-0.05
459,0.93,-0.18,0.20,-0.01,1.25,0.31,0.29,-0.04
460,1.39,-0.18,0.01,-0.19,0.92,0.39,0.27,-0.03
461,1.46,-0.18,-0.06,-0.41,0.32,0.35,0.22,-0.03
462,1.44,-0.18,-0.09,-0.29,-0.40,0.21,0.17,-0.03
463,1.33,-0.17,-0.01,-0.10,-1.02,0.02,0.12,-0.04
464,0.85,-0.17,0.07,0.00,-1.35,-0.16,0.09,-0.05
465,0.22,-0.16,-0.03,0.23,-1.25,-0.30,0.08,-0.05
466,-0.74,-0.15,0.01,0.49,-0.80,-0.36,0.09,-0.06
467,-1.01,-0.15,-0.16,0.47,-0.17,-0.35,0.11,-0.06
468,-0.66,-0.15,0.02,0.18,0.46,-0.24,0.12,-0.05
469,0.14,-0.15,0.11,-0.11,0.92,-0.04,0.11,-0.04
470,0.57,-0.15,0.17,-0.19,1.15,0.19,0.09,-0.02
471,1.06,-0.15,-0.10,-0.11,1.12,0.41,0.05,-0.01
472,1.21,-0.14,-0.01,-0.09,0.80,0.53,0.00,0.00
473,1.25,-0.14,-0.04,-0.31,0.26,0.52,-0.07,0.00
474,1.16,-0.13,-0.02,-0.50,-0.38,0.40,-0.15,0.00
475,0.77,-0.13,0.03,-0.30,-0.95,0.22,-0.21,0.00
476,0.39,-0.12,-0.05,0.18,-1.24,0.03,-0.25,-0.01
477,-0.60,-0.11,0.09,0.50,-1.17,-0.14,-0.26,-0.01
478,-1.47,-0.11,-0.11,0.49,-0.79,-0.27,-0.25,0.00
479,-2.16,-0.10,-0.04,0.29,-0.20,-0.32,-0.21,0.01
480,-1.13,-0.10,-0.21,0.03,0.42,-0.28,-0.17,0.03
481,-0.32,-0.10,0.38,-0.14,0.92,-0.15,-0.13,0.05
482,0.50,-0.10,0.08,-0.16,1.21,0.04,-0.09,0.08
483,0.78,-0.10,-0.02,-0.03,1.20,0.22,-0.07,0.10
484,1.18,-0.10,-0.17,0.00,0.87,0.31,-0.05,0.11
485,1.19,-0.09,0.04,-0.31,0.29,0.31,-0.05,0.12
486,1.11,-0.09,-0.02,-0.66,-0.40,0.21,-0.05,0.12
487,0.93,-0.08,-0.01,-0.41,-0.96,0.06,-0.04,0.12
