sl.no.,Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
376,-0.02,0.38,-0.04,0.32,0.81,-0.13,0.2,-0.11
377,-0.41,0.38,-0.14,-0.38,0.82,-0.05,0.22,-0.11
378,1.06,0.37,-0.33,-0.5,0.55,0.04,0.21,-0.11
379,1.82,0.37,0.48,-0.28,0.19,0.16,0.19,-0.11
380,1.72,0.36,0.17,-0.26,-0.16,0.25,0.16,-0.11
381,1.04,0.36,-0.2,0.14,-0.42,0.28,0.13,-0.11
382,-0.08,0.36,-0.14,0.6,-0.54,0.25,0.1,-0.12
383,0.26,0.35,-0.31,0.22,-0.65,0.16,0.07,-0.13
384,0.53,0.35,0.31,-0.46,-0.58,0.1,0.05,-0.14
385,0.53,0.35,0.19,-0.38,-0.33,0.09,0.05,-0.15
386,-0.68,0.34,0.1,0.36,0,0.1,0.07,-0.15
387,0.29,0.34,-0.64,0.78,0.46,0.11,0.1,-0.15
388,0.13,0.33,0.49,0.33,0.72,0.11,0.11,-0.16
389,-0.41,0.33,0.09,-0.55,0.69,0.08,0.09,-0.16
390,1.1,0.32,-0.54,-0.78,0.48,0.05,0.05,-0.16
391,1.4,0.32,0.52,-0.12,0.08,0.03,0.01,-0.16
392,1.15,0.32,0.07,0.29,-0.22,-0.02,-0.03,-0.17
393,0.96,0.31,-0.27,0.05,-0.39,-0.11,-0.06,-0.18
394,1.31,0.31,-0.14,0.04,-0.52,-0.22,-0.08,-0.19
395,1.08,0.31,0.25,0.08,-0.54,-0.34,-0.11,-0.2
396,1.15,0.31,-0.08,-0.25,-0.51,-0.4,-0.11,-0.21
397,1.22,0.3,-0.01,-0.09,-0.32,-0.38,-0.09,-0.21
398,-0.41,0.3,0.31,0.46,0.04,-0.31,-0.06,-0.2
399,-0.41,0.29,-0.57,0.36,0.42,-0.2,-0.03,-0.2
400,-0.68,0.28,0.2,-0.06,0.71,-0.08,0,-0.19
401,0.26,0.28,-0.04,-0.22,0.73,0.02,0,-0.18
402,0.51,0.27,0.3,-0.23,0.49,0.11,-0.01,-0.16
403,1.75,0.26,-0.23,0.03,0.2,0.18,-0.03,-0.14
404,1.29,0.26,0.34,0.32,-0.09,0.21,-0.05,-0.13
405,1.22,0.25,-0.31,0.04,-0.32,0.19,-0.06,-0.11
406,0.22,0.25,0.06,-0.46,-0.42,0.12,-0.06,-0.1
407,0.61,0.25,-0.32,-0.49,-0.53,0.04,-0.07,-0.09
408,-0.68,0.25,0.49,-0.19,-0.56,-0.03,-0.07,-0.08
409,-0.52,0.24,-0.39,0.2,-0.41,-0.04,-0.05,-0.06
410,0.02,0.24,0.04,0.63,-0.19,0,-0.03,-0.03
411,-0.68,0.23,0.41,0.66,0.07,0.08,0,-0.01
412,-0.08,0.23,-0.42,0.16,0.33,0.15,0.02,0.02
413,-0.41,0.23,0.23,-0.27,0.47,0.18,0.01,0.04
414,1.08,0.22,-0.33,-0.34,0.56,0.19,-0.01,0.06
415,1.4,0.22,0.43,-0.43,0.63,0.19,-0.03,0.08
416,1.51,0.22,-0.03,-0.37,0.56,0.15,-0.06,0.1
417,1.14,0.22,-0.11,0.08,0.29,0.07,-0.08,0.11
418,-0.52,0.22,0.1,0.32,-0.15,-0.04,-0.09,0.12
419,-0.68,0.22,-0.47,0.08,-0.67,-0.2,-0.11,0.13
420,-0.68,0.23,0.18,-0.16,-1,-0.3,-0.12,0.14
421,0.24,0.23,0.07,-0.03,-0.94,-0.29,-0.1,0.15
422,-0.92,0.22,0.5,0.34,-0.53,-0.22,-0.07,0.17
423,-0.92,0.22,-0.55,0.59,0.09,-0.11,-0.03,0.18
424,-0.68,0.22,-0.05,0.42,0.6,0,0.01,0.2
425,-0.31,0.22,0.17,-0.33,0.84,0.09,0.02,0.22
426,0.51,0.22,-0.01,-0.98,0.78,0.17,0.03,0.23
427,1.14,0.22,0.08,-0.61,0.47,0.25,0.03,0.24
428,1.31,0.22,0.05,0.29,0.12,0.28,0.03,0.25
429,1.08,0.23,-0.06,0.5,-0.26,0.2,0.05,0.25
430,0.63,0.23,-0.08,0.1,-0.58,0.06,0.06,0.24
431,-0.92,0.24,0.13,-0.17,-0.76,-0.1,0.07,0.24
432,0.93,0.24,-0.73,-0.16,-0.77,-0.23,0.08,0.23
433,-0.92,0.25,1.16,0.03,-0.49,-0.28,0.11,0.23
434,0.19,0.25,-0.82,0.3,0.03,-0.26,0.15,0.23
435,-0.31,0.26,0.4,0.45,0.56,-0.23,0.19,0.23
436,-0.92,0.26,0.01,0.37,0.91,-0.16,0.22,0.22
437,-0.68,0.27,-0.3,-0.17,0.91,-0.05,0.22,0.22
438,0.83,0.27,-0.07,-0.65,0.6,0.08,0.2,0.21
439,1.65,0.28,0.45,-0.44,0.17,0.19,0.17,0.2
440,1.21,0.29,0.15,-0.08,-0.19,0.27,0.13,0.18
441,0.85,0.3,-0.38,0.18,-0.47,0.28,0.09,0.16
442,0.45,0.31,-0.1,0.41,-0.63,0.21,0.05,0.13
443,-0.92,0.32,0.23,-0.04,-0.73,0.14,0.01,0.11
444,0.08,0.33,-0.51,-0.59,-0.77,0.07,-0.02,0.08
445,0.05,0.33,0.53,-0.12,-0.52,0.01,-0.04,0.06
446,0.03,0.34,0.04,0.63,-0.09,-0.01,-0.04,0.05
447,0,0.35,-0.15,0.67,0.39,-0.01,-0.04,0.04
448,-0.15,0.35,-0.02,0.3,0.84,0,-0.04,0.03
449,-0.08,0.35,-0.04,-0.23,0.91,0.01,-0.05,0.02
450,0.54,0.36,-0.05,-0.77,0.73,0.02,-0.09,0.01
451,1.44,0.36,0.08,-0.64,0.46,0.01,-0.12,0
452,1.47,0.37,0.23,0.03,0.08,-0.01,-0.15,-0.01
453,0.8,0.37,-0.05,0.39,-0.21,-0.06,-0.17,-0.03
454,-0.02,0.38,-0.2,0.35,-0.48,-0.14,-0.18,-0.05
455,1.07,0.39,-0.37,0.1,-0.76,-0.24,-0.18,-0.06
456,0.22,0.4,0.71,-0.28,-0.87,-0.3,-0.17,-0.08
457,0.94,0.4,-0.42,-0.29,-0.7,-0.28,-0.15,-0.08
458,-0.52,0.4,0.41,0.26,-0.25,-0.2,-0.11,-0.09
459,-0.52,0.41,-0.49,0.64,0.33,-0.07,-0.07,-0.09
460,-0.68,0.41,0.11,0.2,0.79,0.06,-0.03,-0.08
461,0.09,0.42,-0.01,-0.47,0.87,0.15,-0.02,-0.08
462,0.3,0.42,0.25,-0.49,0.61,0.21,-0.01,-0.08
463,1.45,0.42,-0.21,-0.03,0.24,0.26,-0.02,-0.08
464,1.69,0.43,0.23,0.31,-0.13,0.25,-0.02,-0.08
465,1.29,0.44,0,0.18,-0.34,0.17,-0.03,-0.09
466,0.41,0.44,-0.14,-0.24,-0.42,0.02,-0.03,-0.1
467,0.95,0.45,-0.36,-0.36,-0.49,-0.16,-0.03,-0.11
468,1.02,0.46,0.35,-0.17,-0.46,-0.3,-0.03,-0.12
469,-0.92,0.46,0.41,0.02,-0.33,-0.34,-0.02,-0.12
470,0.13,0.46,-0.93,0.39,-0.09,-0.3,0,-0.11
471,-0.08,0.47,0.56,0.73,0.23,-0.21,0.02,-0.1
472,-0.22,0.47,0.09,0.3,0.44,-0.09,0.03,-0.09
473,-0.22,0.47,-0.17,-0.45,0.52,0.03,0.04,-0.08
474,1.49,0.47,-0.29,-0.36,0.47,0.14,0.03,-0.07
475,0.76,0.47,0.74,0.04,0.35,0.25,0.01,-0.06
476,1.58,0.47,-0.56,-0.25,0.25,0.32,0,-0.05
477,0.54,0.48,0.31,-0.31,0.05,0.31,-0.02,-0.05
478,0.51,0.48,-0.33,0.13,-0.24,0.22,-0.03,-0.05
479,0.45,0.48,0.05,0.05,-0.57,0.09,-0.05,-0.05
480,0.43,0.48,0.11,-0.15,-0.82,-0.05,-0.05,-0.05
481,0.41,0.49,0.02,0.19,-0.78,-0.1,-0.04,-0.05
482,0.39,0.49,-0.02,0.46,-0.46,-0.08,-0.01,-0.04
483,0.37,0.49,-0.01,0.36,0.06,-0.04,0.03,-0.03
484,-0.76,0.49,0.18,0.02,0.55,0,0.06,-0.02
485,0.21,0.49,-0.54,-0.35,0.79,0.04,0.09,-0.01
486,0.7,0.49,0.37,-0.38,0.84,0.07,0.09,-0.01
487,1.35,0.49,0.1,-0.18,0.65,0.11,0.1,0
488,0.78,0.49,0.13,0,0.28,0.15,0.1,0
489,1.17,0.49,-0.41,0.28,-0.08,0.1,0.09,-0.01
490,-0.24,0.49,0.37,0.28,-0.47,-0.02,0.08,-0.02
491,-0.02,0.49,-0.46,-0.24,-0.77,-0.14,0.07,-0.03
492,-0.09,0.49,0.2,-0.46,-0.76,-0.23,0.07,-0.04
